model,dataset,coverage,stride,n_classes,mean_acc,std_acc,min_acc,max_acc
mc3_18,autsl,100,4,226,0.6166987729789108,0.21984697993406585,0.05,1.0
mc3_18,autsl,100,8,226,0.3622145089210968,0.24006134629535666,0.0,1.0
mc3_18,autsl,100,16,226,0.0815589125729472,0.13643462844431747,0.0,0.85
mc3_18,driveact,10,1,33,0.41626757081302534,0.3698344345940445,0.0,1.0
mc3_18,driveact,10,2,33,0.37968748423293885,0.3737970483135801,0.0,1.0
mc3_18,driveact,10,4,33,0.3773174636811001,0.3756967393772215,0.0,1.0
mc3_18,driveact,10,8,33,0.36959925596289234,0.3824672664932801,0.0,1.0
mc3_18,driveact,10,16,33,0.36959925596289234,0.3824672664932801,0.0,1.0
mc3_18,driveact,25,1,33,0.4953956817593181,0.35428588763123875,0.0,1.0
mc3_18,driveact,25,2,33,0.46464663282845103,0.35931761048892497,0.0,1.0
mc3_18,driveact,25,4,33,0.43537018537018535,0.3724528823411261,0.0,1.0
mc3_18,driveact,25,8,33,0.397996447996448,0.37192521640689324,0.0,1.0
mc3_18,driveact,25,16,33,0.36959925596289234,0.3824672664932801,0.0,1.0
mc3_18,driveact,50,1,33,0.5866340729977093,0.35377216277515755,0.0,1.0
mc3_18,driveact,50,2,33,0.5810822174458538,0.3572898159066902,0.0,1.0
mc3_18,driveact,50,4,33,0.5202003383821565,0.3571297763080528,0.0,1.0
mc3_18,driveact,50,8,33,0.46920856920856924,0.37088604227670524,0.0,1.0
mc3_18,driveact,50,16,33,0.4231509231509232,0.3607903864391461,0.0,1.0
mc3_18,driveact,75,1,33,0.627586050313323,0.3633389641910013,0.0,1.0
mc3_18,driveact,75,2,33,0.6150687696142241,0.36277409634658186,0.0,1.0
mc3_18,driveact,75,4,33,0.6042131269403996,0.3517387320255594,0.0,1.0
mc3_18,driveact,75,8,33,0.5486942350578714,0.3741549140714835,0.0,1.0
mc3_18,driveact,75,16,33,0.49020239020239026,0.37052413429289444,0.0,1.0
mc3_18,driveact,100,1,33,0.6404491131763859,0.36276439248461617,0.0,1.0
mc3_18,driveact,100,2,33,0.647077837986929,0.351255478216734,0.0,1.0
mc3_18,driveact,100,4,33,0.6234122779577325,0.3582243566557755,0.0,1.0
mc3_18,driveact,100,8,33,0.551539369721188,0.3860953127854446,0.0,1.0
mc3_18,driveact,100,16,33,0.513103899467536,0.3752101154041631,0.0,1.0
mc3_18,epic_kitchens,10,1,89,0.11469186244467143,0.16641105214796603,0.0,0.65
mc3_18,epic_kitchens,10,2,89,0.11614945603709648,0.16282014684902296,0.0,0.65
mc3_18,epic_kitchens,10,4,89,0.10414254908636932,0.1501550510999855,0.0,0.7
mc3_18,epic_kitchens,10,8,89,0.08825615707638179,0.13865160005531854,0.0,0.7
mc3_18,epic_kitchens,10,16,89,0.06765650080256821,0.1259098612035763,0.0,0.7
mc3_18,epic_kitchens,25,1,89,0.17934764985326784,0.20074051726248143,0.0,0.6
mc3_18,epic_kitchens,25,2,89,0.17773359599202293,0.19961010031091642,0.0,0.65
mc3_18,epic_kitchens,25,4,89,0.18310188562997554,0.21162552573444043,0.0,0.8
mc3_18,epic_kitchens,25,8,89,0.15527060330431117,0.20038976420953697,0.0,0.8
mc3_18,epic_kitchens,25,16,89,0.11545389691457107,0.15927725610481455,0.0,0.7
mc3_18,epic_kitchens,50,1,89,0.24502448238403293,0.22917363751992054,0.0,0.8
mc3_18,epic_kitchens,50,2,89,0.24876980073609287,0.23197712936759057,0.0,0.8
mc3_18,epic_kitchens,50,4,89,0.23925936734925501,0.23933233514255894,0.0,1.0
mc3_18,epic_kitchens,50,8,89,0.22882152179904988,0.2291668836122461,0.0,0.8
mc3_18,epic_kitchens,50,16,89,0.19963479092692576,0.20132063963924798,0.0,0.8
mc3_18,epic_kitchens,75,1,89,0.2813723105857937,0.26420956579183724,0.0,1.0
mc3_18,epic_kitchens,75,2,89,0.2779078911101383,0.26465452925948657,0.0,1.0
mc3_18,epic_kitchens,75,4,89,0.2707115294193946,0.2466117938786477,0.0,0.8
mc3_18,epic_kitchens,75,8,89,0.2585968026979263,0.24201866411851197,0.0,0.8
mc3_18,epic_kitchens,75,16,89,0.22364049807870034,0.22220166716542886,0.0,0.8
mc3_18,epic_kitchens,100,1,89,0.2777202198550513,0.26877528063132755,0.0,1.0
mc3_18,epic_kitchens,100,2,89,0.28470256335424876,0.2712688608330994,0.0,1.0
mc3_18,epic_kitchens,100,4,89,0.2811984208051624,0.26214927689179596,0.0,1.0
mc3_18,epic_kitchens,100,8,89,0.26603393485415955,0.2439675706327785,0.0,0.8
mc3_18,epic_kitchens,100,16,89,0.2218258021628808,0.2143476258372991,0.0,0.8
mc3_18,finegym,10,1,97,0.0602233676975945,0.190847832549923,0.0,1.0
mc3_18,finegym,10,2,97,0.050472508591065286,0.1810242410748354,0.0,1.0
mc3_18,finegym,10,4,97,0.046606529209622,0.17816492597626798,0.0,1.0
mc3_18,finegym,10,8,97,0.045575601374570444,0.17828819525556813,0.0,1.0
mc3_18,finegym,10,16,97,0.045575601374570444,0.17828819525556813,0.0,1.0
mc3_18,finegym,25,1,97,0.13419243986254295,0.24722778513584365,0.0,1.0
mc3_18,finegym,25,2,97,0.12490612025936465,0.22830594438269394,0.0,1.0
mc3_18,finegym,25,4,97,0.09638922579341017,0.20416520012951694,0.0,1.0
mc3_18,finegym,25,8,97,0.05804780675156661,0.18305121215108017,0.0,1.0
mc3_18,finegym,25,16,97,0.04712199312714777,0.1807137669799361,0.0,1.0
mc3_18,finegym,50,1,97,0.3931279592493725,0.3505095605699322,0.0,1.0
mc3_18,finegym,50,2,97,0.4145427063706883,0.3302440420810113,0.0,1.0
mc3_18,finegym,50,4,97,0.24626132399264442,0.28896063750526363,0.0,1.0
mc3_18,finegym,50,8,97,0.13555199282434288,0.24766486636392157,0.0,1.0
mc3_18,finegym,50,16,97,0.055991004649282396,0.1834960692035516,0.0,1.0
mc3_18,finegym,75,1,97,0.6273015993560342,0.3409452378916195,0.0,1.0
mc3_18,finegym,75,2,97,0.6299480418084995,0.34427221827603327,0.0,1.0
mc3_18,finegym,75,4,97,0.4199643108922257,0.35025106329887923,0.0,1.0
mc3_18,finegym,75,8,97,0.18570119353089895,0.28674739136702576,0.0,1.0
mc3_18,finegym,75,16,97,0.08135725532752439,0.19680937618463837,0.0,1.0
mc3_18,finegym,100,1,97,0.7442162094339652,0.28470950206778406,0.0,1.0
mc3_18,finegym,100,2,97,0.7085262440757,0.28763208158183134,0.0,1.0
mc3_18,finegym,100,4,97,0.49244731486600557,0.33578258420610146,0.0,1.0
mc3_18,finegym,100,8,97,0.21789662440375793,0.28828085826409355,0.0,1.0
mc3_18,finegym,100,16,97,0.10159946444456992,0.21647597919341358,0.0,1.0
r2plus1d_18,ucf101,10,1,101,0.7168316831683166,0.2643177280965819,0.0,1.0
r2plus1d_18,ucf101,10,2,101,0.7059405940594059,0.26947051125428095,0.0,1.0
r2plus1d_18,ucf101,10,4,101,0.6712871287128714,0.2716934425647282,0.0,1.0
r2plus1d_18,ucf101,10,8,101,0.6009900990099011,0.28248718537482387,0.0,1.0
r2plus1d_18,ucf101,10,16,101,0.5311881188118812,0.2973929626898151,0.0,1.0
r2plus1d_18,ucf101,25,1,101,0.7975247524752475,0.230908665669325,0.0,1.0
r2plus1d_18,ucf101,25,2,101,0.793069306930693,0.2274895275578963,0.0,1.0
r2plus1d_18,ucf101,25,4,101,0.7777227722772275,0.23774726575975086,0.0,1.0
r2plus1d_18,ucf101,25,8,101,0.7306930693069307,0.26105270512194495,0.0,1.0
r2plus1d_18,ucf101,25,16,101,0.6415841584158416,0.2724031302069318,0.0,1.0
r2plus1d_18,ucf101,50,1,101,0.854950495049505,0.17514350551691169,0.0,1.0
r2plus1d_18,ucf101,50,2,101,0.8584158415841584,0.17393523319481494,0.0,1.0
r2plus1d_18,ucf101,50,4,101,0.8529702970297028,0.1794187535039492,0.0,1.0
r2plus1d_18,ucf101,50,8,101,0.8198019801980199,0.20347963140334122,0.0,1.0
r2plus1d_18,ucf101,50,16,101,0.7495049504950494,0.25332736227112834,0.0,1.0
r2plus1d_18,ucf101,75,1,101,0.8742574257425743,0.1648656819028961,0.2,1.0
r2plus1d_18,ucf101,75,2,101,0.8811881188118812,0.15903639287102103,0.25,1.0
r2plus1d_18,ucf101,75,4,101,0.8801980198019802,0.15621766992257824,0.3,1.0
r2plus1d_18,ucf101,75,8,101,0.8633663366336634,0.1574628669097751,0.4,1.0
r2plus1d_18,ucf101,75,16,101,0.7999999999999999,0.21874642854227355,0.25,1.0
r2plus1d_18,ucf101,100,1,101,0.8856435643564357,0.14600284820224682,0.4,1.0
r2plus1d_18,ucf101,100,2,101,0.8826732673267326,0.14839737928352315,0.4,1.0
r2plus1d_18,ucf101,100,4,101,0.8886138613861385,0.1429827241520478,0.4,1.0
r2plus1d_18,ucf101,100,8,101,0.8816831683168318,0.14434728474710354,0.45,1.0
r2plus1d_18,ucf101,100,16,101,0.8341584158415841,0.18559777653157739,0.3,1.0
r2plus1d_18,ssv2,10,1,174,0.052935739732472946,0.12479081340375302,0.0,0.95
r2plus1d_18,ssv2,10,2,174,0.04429992606036163,0.11665829709763739,0.0,0.95
r2plus1d_18,ssv2,10,4,174,0.03539188008335014,0.11493669235740275,0.0,1.0
r2plus1d_18,ssv2,10,8,174,0.02964475364656853,0.10604403371547769,0.0,0.85
r2plus1d_18,ssv2,10,16,174,0.02964475364656853,0.10604403371547769,0.0,0.85
r2plus1d_18,ssv2,25,1,174,0.10317248496494787,0.13625037624311684,0.0,0.85
r2plus1d_18,ssv2,25,2,174,0.09328048823885272,0.14172053999988363,0.0,0.9
r2plus1d_18,ssv2,25,4,174,0.06331447279456247,0.12506352713075924,0.0,0.9
r2plus1d_18,ssv2,25,8,174,0.04342105263157895,0.11643854846032217,0.0,0.95
r2plus1d_18,ssv2,25,16,174,0.03079417893392485,0.10639536718678425,0.0,0.85
r2plus1d_18,ssv2,50,1,174,0.23236855944232904,0.1742029172166333,0.0,0.75
r2plus1d_18,ssv2,50,2,174,0.22225167945782867,0.16830593480627956,0.0,0.8
r2plus1d_18,ssv2,50,4,174,0.1567229715035843,0.15997975590656208,0.0,0.85
r2plus1d_18,ssv2,50,8,174,0.09160874069329283,0.13972686252283675,0.0,0.9
r2plus1d_18,ssv2,50,16,174,0.05467500168044633,0.12195112393815573,0.0,0.9
r2plus1d_18,ssv2,75,1,174,0.38065005594897766,0.21221463825741516,0.0,0.9
r2plus1d_18,ssv2,75,2,174,0.38304503793854705,0.20840947568619442,0.0,0.95
r2plus1d_18,ssv2,75,4,174,0.3093185938420539,0.19597442106021237,0.0,0.8333333333333334
r2plus1d_18,ssv2,75,8,174,0.1697307134186605,0.17334296313973588,0.0,0.85
r2plus1d_18,ssv2,75,16,174,0.08681887556393801,0.14045220628251415,0.0,0.85
r2plus1d_18,ssv2,100,1,174,0.42398933509681336,0.22511771996622298,0.0,1.0
r2plus1d_18,ssv2,100,2,174,0.42854618657303617,0.21987395820941602,0.0,1.0
r2plus1d_18,ssv2,100,4,174,0.3769305115674017,0.20551369796017652,0.0,0.9
r2plus1d_18,ssv2,100,8,174,0.20897294086015125,0.1778432313012125,0.0,0.6842105263157895
r2plus1d_18,ssv2,100,16,174,0.11782390108695219,0.15841839808008273,0.0,0.8
r2plus1d_18,hmdb51,10,1,51,0.45859655867851096,0.27700139140608926,0.0,1.0
r2plus1d_18,hmdb51,10,2,51,0.4385478425976514,0.29572701150209485,0.0,1.0
r2plus1d_18,hmdb51,10,4,51,0.3996825613630385,0.30587386475647776,0.0,1.0
r2plus1d_18,hmdb51,10,8,51,0.3480576802444403,0.291385699503384,0.0,1.0
r2plus1d_18,hmdb51,10,16,51,0.31607436748349144,0.2822212908726798,0.0,1.0
r2plus1d_18,hmdb51,25,1,51,0.5614070499200713,0.288972057527822,0.0,1.0
r2plus1d_18,hmdb51,25,2,51,0.5637822328793918,0.2843514777899004,0.0,1.0
r2plus1d_18,hmdb51,25,4,51,0.5307537755384232,0.2989823420231129,0.0,1.0
r2plus1d_18,hmdb51,25,8,51,0.46539109451830263,0.3059806918080064,0.0,1.0
r2plus1d_18,hmdb51,25,16,51,0.41403281126692165,0.31008621774637557,0.0,1.0
r2plus1d_18,hmdb51,50,1,51,0.679128810106774,0.23445099312371312,0.15,1.0
r2plus1d_18,hmdb51,50,2,51,0.6776191006158225,0.2318101164540486,0.15,1.0
r2plus1d_18,hmdb51,50,4,51,0.6346089897947483,0.24361849042538586,0.1,1.0
r2plus1d_18,hmdb51,50,8,51,0.5644087631612672,0.2904990570702684,0.0,1.0
r2plus1d_18,hmdb51,50,16,51,0.48181654154609904,0.30032343045728926,0.0,1.0
r2plus1d_18,hmdb51,75,1,51,0.738123663638142,0.2004129096306644,0.3,1.0
r2plus1d_18,hmdb51,75,2,51,0.732298222006381,0.2043654979113462,0.3,1.0
r2plus1d_18,hmdb51,75,4,51,0.7090634843548703,0.20618731083435873,0.25,1.0
r2plus1d_18,hmdb51,75,8,51,0.6324207288694632,0.25873690037054314,0.05,1.0
r2plus1d_18,hmdb51,75,16,51,0.5338418253438286,0.30483096282572847,0.0,1.0
r2plus1d_18,hmdb51,100,1,51,0.7389393924064294,0.20522799112059195,0.3,1.0
r2plus1d_18,hmdb51,100,2,51,0.762137285254659,0.1905393061067002,0.35,1.0
r2plus1d_18,hmdb51,100,4,51,0.7313636961492542,0.20314330437352163,0.25,1.0
r2plus1d_18,hmdb51,100,8,51,0.6692826476996026,0.25204092545893597,0.1,1.0
r2plus1d_18,hmdb51,100,16,51,0.5688311513115738,0.3101922877348498,0.0,1.0
r2plus1d_18,diving48,10,1,47,0.0566193853427896,0.11787753442084889,0.0,0.55
r2plus1d_18,diving48,10,2,47,0.0589347795855931,0.1181892733232412,0.0,0.6
r2plus1d_18,diving48,10,4,47,0.049172576832151295,0.12927072959100688,0.0,0.75
r2plus1d_18,diving48,10,8,47,0.04704491725768322,0.11963024008263956,0.0,0.7
r2plus1d_18,diving48,10,16,47,0.046808510638297864,0.14003270399040368,0.0,0.8
r2plus1d_18,diving48,25,1,47,0.08475177304964539,0.1297447227540941,0.0,0.55
r2plus1d_18,diving48,25,2,47,0.10070921985815603,0.15448048540862194,0.0,0.6
r2plus1d_18,diving48,25,4,47,0.08068418856904463,0.13488622844100387,0.0,0.6
r2plus1d_18,diving48,25,8,47,0.06938534278959811,0.13937534298596396,0.0,0.6
r2plus1d_18,diving48,25,16,47,0.0514879710749548,0.12456082518455891,0.0,0.6
r2plus1d_18,diving48,50,1,47,0.18156028368794325,0.18863333943344027,0.0,0.65
r2plus1d_18,diving48,50,2,47,0.17075511055486023,0.18407360870986253,0.0,0.65
r2plus1d_18,diving48,50,4,47,0.16666666666666663,0.19142233954607984,0.0,0.7
r2plus1d_18,diving48,50,8,47,0.10319148936170214,0.1497839949506814,0.0,0.7
r2plus1d_18,diving48,50,16,47,0.06933667083854818,0.12575893375065864,0.0,0.5
r2plus1d_18,diving48,75,1,47,0.2929286608260326,0.24901070797964364,0.0,0.85
r2plus1d_18,diving48,75,2,47,0.2689142678347935,0.23266590553279615,0.0,0.8
r2plus1d_18,diving48,75,4,47,0.2783201223751912,0.23938388117980322,0.0,0.8
r2plus1d_18,diving48,75,8,47,0.22217355027117225,0.23546593907530658,0.0,1.0
r2plus1d_18,diving48,75,16,47,0.11382978723404256,0.1614143088249366,0.0,0.6
r2plus1d_18,diving48,100,1,47,0.3138315255180087,0.24357366072014,0.0,0.8
r2plus1d_18,diving48,100,2,47,0.3146293978584342,0.2538333321997818,0.0,0.85
r2plus1d_18,diving48,100,4,47,0.31362690466257426,0.2739775173492919,0.0,1.0
r2plus1d_18,diving48,100,8,47,0.26104331803643444,0.20188974063321888,0.0,0.75
r2plus1d_18,diving48,100,16,47,0.1419135029898484,0.16146423059766854,0.0,0.65
r2plus1d_18,autsl,10,1,226,0.007743362831858407,0.06214496010830906,0.0,0.9
r2plus1d_18,autsl,10,2,226,0.0061946902654867264,0.061511604456334315,0.0,0.9
r2plus1d_18,autsl,10,4,226,0.004646017699115044,0.0600970208696249,0.0,0.9
r2plus1d_18,autsl,10,8,226,0.004867256637168142,0.06340858749058854,0.0,0.95
r2plus1d_18,autsl,10,16,226,0.004867256637168142,0.06340858749058854,0.0,0.95
r2plus1d_18,autsl,25,1,226,0.031978958327625415,0.10086225631650685,0.0,0.9
r2plus1d_18,autsl,25,2,226,0.025687233440185572,0.08969411208720383,0.0,0.9
r2plus1d_18,autsl,25,4,226,0.01886482430264452,0.09124977755519736,0.0,1.0
r2plus1d_18,autsl,25,8,226,0.011073591057289242,0.0769576207887655,0.0,1.0
r2plus1d_18,autsl,25,16,226,0.007300884955752213,0.06668178294700249,0.0,0.95
r2plus1d_18,autsl,50,1,226,0.21371148091400702,0.23048370529588644,0.0,1.0
r2plus1d_18,autsl,50,2,226,0.2353976914951188,0.2390800873583654,0.0,0.95
r2plus1d_18,autsl,50,4,226,0.2308395098870523,0.2505929156671134,0.0,1.0
r2plus1d_18,autsl,50,8,226,0.09580458444828016,0.1930849414790348,0.0,0.9
r2plus1d_18,autsl,50,16,226,0.03180558980306919,0.10283104314981328,0.0,0.9
r2plus1d_18,autsl,75,1,226,0.5799469186955831,0.24569877667218726,0.0,1.0
r2plus1d_18,autsl,75,2,226,0.5638212485858997,0.2454923625091166,0.0,1.0
r2plus1d_18,autsl,75,4,226,0.6216440802850705,0.21968563620821085,0.0,1.0
r2plus1d_18,autsl,75,8,226,0.23411818975019336,0.25307414668948913,0.0,1.0
r2plus1d_18,autsl,75,16,226,0.07725759609852324,0.16500439160857958,0.0,0.9
r2plus1d_18,autsl,100,1,226,0.7581689818571309,0.19348422628853562,0.15,1.0
r2plus1d_18,autsl,100,2,226,0.7551460299345516,0.20049204985172414,0.1,1.0
r2plus1d_18,autsl,100,4,226,0.6928058897176201,0.22659572791842816,0.05,1.0
r2plus1d_18,autsl,100,8,226,0.30689388984547755,0.25869681390364757,0.0,1.0
r2plus1d_18,autsl,100,16,226,0.08655967157980912,0.1611702352357023,0.0,0.95
r2plus1d_18,driveact,10,1,33,0.2702963702963703,0.35290495824746615,0.0,1.0
r2plus1d_18,driveact,10,2,33,0.2508158508158508,0.3515560791008092,0.0,1.0
r2plus1d_18,driveact,10,4,33,0.24090909090909088,0.34898391471136997,0.0,1.0
r2plus1d_18,driveact,10,8,33,0.24090909090909088,0.3451572434808123,0.0,1.0
r2plus1d_18,driveact,10,16,33,0.24090909090909088,0.3451572434808123,0.0,1.0
r2plus1d_18,driveact,25,1,33,0.36641691641691637,0.36812612134619116,0.0,1.0
r2plus1d_18,driveact,25,2,33,0.3111555111555111,0.3724577586407502,0.0,1.0
r2plus1d_18,driveact,25,4,33,0.27938727938727936,0.3555557274744166,0.0,1.0
r2plus1d_18,driveact,25,8,33,0.2652680652680653,0.3564825033472975,0.0,1.0
r2plus1d_18,driveact,25,16,33,0.24090909090909088,0.3451572434808123,0.0,1.0
r2plus1d_18,driveact,50,1,33,0.4808526490344672,0.36115688258129186,0.0,1.0
r2plus1d_18,driveact,50,2,33,0.43476338476338483,0.3712410261340197,0.0,1.0
r2plus1d_18,driveact,50,4,33,0.32541347541347543,0.3613183116803299,0.0,1.0
r2plus1d_18,driveact,50,8,33,0.27885447885447884,0.3673078752149912,0.0,1.0
r2plus1d_18,driveact,50,16,33,0.26608391608391607,0.3568233532995349,0.0,1.0
r2plus1d_18,driveact,75,1,33,0.5543702089156635,0.35914060965165834,0.0,1.0
r2plus1d_18,driveact,75,2,33,0.5491644718917446,0.3555110297192464,0.0,1.0
r2plus1d_18,driveact,75,4,33,0.4267787767787768,0.37834825859293064,0.0,1.0
r2plus1d_18,driveact,75,8,33,0.33255633255633255,0.35765302398903537,0.0,1.0
r2plus1d_18,driveact,75,16,33,0.29715839715839715,0.35314404849071723,0.0,1.0
r2plus1d_18,driveact,100,1,33,0.5794288203379113,0.36180777611836723,0.0,1.0
r2plus1d_18,driveact,100,2,33,0.5813178404087495,0.35041254038880865,0.0,1.0
r2plus1d_18,driveact,100,4,33,0.4920712284348648,0.3938994990600075,0.0,1.0
r2plus1d_18,driveact,100,8,33,0.3591797091797092,0.3896746569244069,0.0,1.0
r2plus1d_18,driveact,100,16,33,0.30550560550560557,0.3672198879307341,0.0,1.0
r2plus1d_18,epic_kitchens,10,1,89,0.09313844707103135,0.14008127724041441,0.0,0.6
r2plus1d_18,epic_kitchens,10,2,89,0.10206478914344083,0.15309756944329594,0.0,0.6
r2plus1d_18,epic_kitchens,10,4,89,0.09740584010246932,0.1488416237148122,0.0,0.55
r2plus1d_18,epic_kitchens,10,8,89,0.08527854791899736,0.14257964466021802,0.0,0.6
r2plus1d_18,epic_kitchens,10,16,89,0.07913849571152942,0.14268321188479524,0.0,0.6
r2plus1d_18,epic_kitchens,25,1,89,0.15883351978857596,0.17894029606021866,0.0,0.65
r2plus1d_18,epic_kitchens,25,2,89,0.15477203819900448,0.18741778250559138,0.0,0.75
r2plus1d_18,epic_kitchens,25,4,89,0.15876704444120177,0.19160594311127002,0.0,0.75
r2plus1d_18,epic_kitchens,25,8,89,0.11763947662824067,0.16283377416055825,0.0,0.6
r2plus1d_18,epic_kitchens,25,16,89,0.09444971383173631,0.15134516592767744,0.0,0.55
r2plus1d_18,epic_kitchens,50,1,89,0.20785706178964602,0.21825930756366427,0.0,0.9
r2plus1d_18,epic_kitchens,50,2,89,0.1992740405661754,0.2208418432286849,0.0,0.85
r2plus1d_18,epic_kitchens,50,4,89,0.19692470450897415,0.20971354749121512,0.0,0.85
r2plus1d_18,epic_kitchens,50,8,89,0.17936589004004735,0.20670292509031785,0.0,0.85
r2plus1d_18,epic_kitchens,50,16,89,0.1391126351800509,0.18336299821546698,0.0,0.7
r2plus1d_18,epic_kitchens,75,1,89,0.22687306451351394,0.2516433342500878,0.0,1.0
r2plus1d_18,epic_kitchens,75,2,89,0.22764482708302933,0.24798163494224598,0.0,0.95
r2plus1d_18,epic_kitchens,75,4,89,0.21990450248877216,0.2318280078979178,0.0,0.75
r2plus1d_18,epic_kitchens,75,8,89,0.1957026119947468,0.2202651649479819,0.0,0.85
r2plus1d_18,epic_kitchens,75,16,89,0.16219133550594225,0.20069998286084484,0.0,0.75
r2plus1d_18,epic_kitchens,100,1,89,0.2657842469640223,0.2625623514605727,0.0,0.95
r2plus1d_18,epic_kitchens,100,2,89,0.259167517875383,0.27003535863223116,0.0,1.0
r2plus1d_18,epic_kitchens,100,4,89,0.25197115618463933,0.25115753737683627,0.0,0.8
r2plus1d_18,epic_kitchens,100,8,89,0.21063443422993983,0.22298791429550158,0.0,0.85
r2plus1d_18,epic_kitchens,100,16,89,0.1759464630251147,0.2039168983357805,0.0,0.7
r2plus1d_18,finegym,10,1,97,0.07040378006872854,0.17999594554823445,0.0,0.9166666666666666
r2plus1d_18,finegym,10,2,97,0.07307711744491611,0.1782909713994641,0.0,0.9166666666666666
r2plus1d_18,finegym,10,4,97,0.06554982817869416,0.17237880230569294,0.0,0.9166666666666666
r2plus1d_18,finegym,10,8,97,0.05412371134020619,0.15869441517095945,0.0,0.9166666666666666
r2plus1d_18,finegym,10,16,97,0.05412371134020619,0.15869441517095945,0.0,0.9166666666666666
r2plus1d_18,finegym,25,1,97,0.1456043956043956,0.2515363491085478,0.0,1.0
r2plus1d_18,finegym,25,2,97,0.1507043525842798,0.23359051959593893,0.0,0.95
r2plus1d_18,finegym,25,4,97,0.13719512257661376,0.22744813529184083,0.0,1.0
r2plus1d_18,finegym,25,8,97,0.08741340589270753,0.1893094183158051,0.0,0.9166666666666666
r2plus1d_18,finegym,25,16,97,0.05618556701030927,0.15960870823116952,0.0,0.9166666666666666
r2plus1d_18,finegym,50,1,97,0.35913852916063177,0.34265673677765524,0.0,1.0
r2plus1d_18,finegym,50,2,97,0.40476033604524553,0.3191683765364236,0.0,1.0
r2plus1d_18,finegym,50,4,97,0.27855387486982397,0.3211453931657704,0.0,1.0
r2plus1d_18,finegym,50,8,97,0.16584736381503162,0.25469707794232505,0.0,0.9166666666666666
r2plus1d_18,finegym,50,16,97,0.08902429859070247,0.18338758953758189,0.0,0.9166666666666666
r2plus1d_18,finegym,75,1,97,0.62251153457347,0.35733359092923367,0.0,1.0
r2plus1d_18,finegym,75,2,97,0.6108921206480333,0.34735960804567756,0.0,1.0
r2plus1d_18,finegym,75,4,97,0.40211065297481313,0.3424141017983938,0.0,1.0
r2plus1d_18,finegym,75,8,97,0.1963907730317197,0.2756805666172931,0.0,1.0
r2plus1d_18,finegym,75,16,97,0.10657253198466374,0.19460099803684278,0.0,0.9166666666666666
r2plus1d_18,finegym,100,1,97,0.782588480597242,0.2517351669801261,0.0,1.0
r2plus1d_18,finegym,100,2,97,0.7423703939874027,0.26443894022272835,0.0,1.0
r2plus1d_18,finegym,100,4,97,0.47680913981383166,0.3142023420749884,0.0,1.0
r2plus1d_18,finegym,100,8,97,0.19149629920152728,0.2740939405767524,0.0,1.0
r2plus1d_18,finegym,100,16,97,0.11866415747994694,0.21173161924214381,0.0,1.0
slowfast_r50,ucf101,10,1,101,0.6381188118811881,0.2704762942340313,0.0,1.0
slowfast_r50,ucf101,10,2,101,0.6138613861386137,0.2833830280628313,0.0,1.0
slowfast_r50,ucf101,10,4,101,0.5396039603960396,0.29650605657247275,0.0,1.0
slowfast_r50,ucf101,10,8,101,0.4544554455445546,0.317104005801014,0.0,1.0
slowfast_r50,ucf101,10,16,101,0.40247524752475256,0.32529803547084035,0.0,1.0
slowfast_r50,ucf101,25,1,101,0.7514851485148515,0.24712905996104087,0.0,1.0
slowfast_r50,ucf101,25,2,101,0.7683168316831684,0.23256426770650168,0.0,1.0
slowfast_r50,ucf101,25,4,101,0.7163366336633663,0.24941019535005873,0.0,1.0
slowfast_r50,ucf101,25,8,101,0.5876237623762377,0.2998671322931257,0.0,1.0
slowfast_r50,ucf101,25,16,101,0.48514851485148514,0.30972120967536637,0.0,1.0
slowfast_r50,ucf101,50,1,101,0.844059405940594,0.18951083461280932,0.05,1.0
slowfast_r50,ucf101,50,2,101,0.844059405940594,0.1888500898481215,0.05,1.0
slowfast_r50,ucf101,50,4,101,0.8227722772277228,0.1981823342878027,0.0,1.0
slowfast_r50,ucf101,50,8,101,0.7183168316831683,0.25305362794052444,0.0,1.0
slowfast_r50,ucf101,50,16,101,0.5782178217821784,0.2969356699340918,0.0,1.0
slowfast_r50,ucf101,75,1,101,0.8727722772277227,0.15240156699903834,0.3,1.0
slowfast_r50,ucf101,75,2,101,0.8752475247524751,0.15614476654314058,0.25,1.0
slowfast_r50,ucf101,75,4,101,0.8722772277227724,0.15337458191055525,0.2,1.0
slowfast_r50,ucf101,75,8,101,0.8138613861386137,0.19106527835810305,0.1,1.0
slowfast_r50,ucf101,75,16,101,0.6589108910891088,0.272249521542643,0.05,1.0
slowfast_r50,ucf101,100,1,101,0.8757425742574257,0.14570756009660904,0.3,1.0
slowfast_r50,ucf101,100,2,101,0.8757425742574256,0.14501962994473172,0.35,1.0
slowfast_r50,ucf101,100,4,101,0.8787128712871287,0.1397044263173979,0.35,1.0
slowfast_r50,ucf101,100,8,101,0.8391089108910891,0.16667392723459173,0.3,1.0
slowfast_r50,ucf101,100,16,101,0.7212871287128714,0.24003609464552048,0.1,1.0
slowfast_r50,ssv2,10,1,174,0.036206896551724134,0.10943619440479581,0.0,0.85
slowfast_r50,ssv2,10,2,174,0.033045977011494254,0.10745305823291586,0.0,0.85
slowfast_r50,ssv2,10,4,174,0.02844827586206896,0.10456850603148905,0.0,0.85
slowfast_r50,ssv2,10,8,174,0.023563218390804597,0.09642124596775935,0.0,0.85
slowfast_r50,ssv2,10,16,174,0.023563218390804597,0.09642124596775935,0.0,0.85
