dataset,split,video_id,video_path,label,label_id,exists,readable,fps,num_frames,duration,width,height,error
hmdb51,all,Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_Tennis_Balls_dribble_f_nm_np1_le_med_2,data/HMDB51_data/videos/dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_Tennis_Balls_dribble_f_nm_np1_le_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_5,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_8,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_8.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_le_med_3,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_le_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_le_med_6,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_le_med_6.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_le_med_7,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_le_med_7.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_0,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_1,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_4,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_Left_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_Left_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_Left_dribble_f_nm_np1_fr_med_0,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_Left_dribble_f_nm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_Left_dribble_f_nm_np1_fr_med_1,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_Left_dribble_f_nm_np1_fr_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Drills_-_The_Left_dribble_f_nm_np1_fr_med_3,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Drills_-_The_Left_dribble_f_nm_np1_fr_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips_dribble_f_cm_np1_fr_med_3,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_fr_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips_dribble_f_cm_np1_fr_med_5,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_fr_med_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips_dribble_f_cm_np1_le_med_7,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_le_med_7.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips_dribble_f_cm_np1_ri_med_1,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_ri_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips_dribble_f_cm_np1_ri_med_4,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_ri_med_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips_dribble_f_cm_np1_ri_med_6,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_ri_med_6.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips__1_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips__1_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips__2_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips__2_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips__2_dribble_f_cm_np1_fr_med_1,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips__2_dribble_f_cm_np1_fr_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips__2_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips__2_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips__2_dribble_f_cm_np1_le_med_3,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips__2_dribble_f_cm_np1_le_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips__2_dribble_f_cm_np1_le_med_4,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips__2_dribble_f_cm_np1_le_med_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Dribbling_Tips__2_dribble_f_cm_np1_le_med_5,data/HMDB51_data/videos/dribble/Basketball_Dribbling_Tips__2_dribble_f_cm_np1_le_med_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_for_Beginners_-_How_to_Dribble_a_Basketball_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/Basketball_for_Beginners_-_How_to_Dribble_a_Basketball_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_for_Beginners_-_How_to_Dribble_a_Basketball_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/Basketball_for_Beginners_-_How_to_Dribble_a_Basketball_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_for_Beginners_-_How_to_Dribble_a_Basketball_dribble_f_nm_np1_fr_med_1,data/HMDB51_data/videos/dribble/Basketball_for_Beginners_-_How_to_Dribble_a_Basketball_dribble_f_nm_np1_fr_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_fr_bad_1,data/HMDB51_data/videos/dribble/Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_fr_bad_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_le_bad_4,data/HMDB51_data/videos/dribble/Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_le_bad_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_le_med_3,data/HMDB51_data/videos/dribble/Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_le_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Clay_sBasketballSkillz_dribble_f_nm_np1_fr_med_18,data/HMDB51_data/videos/dribble/Clay_sBasketballSkillz_dribble_f_nm_np1_fr_med_18.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Clay_sBasketballSkillz_dribble_f_nm_np1_le_med_1,data/HMDB51_data/videos/dribble/Clay_sBasketballSkillz_dribble_f_nm_np1_le_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_ba_med_3,data/HMDB51_data/videos/dribble/Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_ba_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_ba_med_5,data/HMDB51_data/videos/dribble/Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_ba_med_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_fr_med_1,data/HMDB51_data/videos/dribble/Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_fr_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_ri_med_4,data/HMDB51_data/videos/dribble/Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_ri_med_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_ri_med_6,data/HMDB51_data/videos/dribble/Explosive_Guard_Dribbling_Basketball_Workout_(Jason_Otter)_dribble_f_cm_np1_ri_med_6.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Finding_Forrester_1_dribble_f_nm_np1_ri_bad_4,data/HMDB51_data/videos/dribble/Finding_Forrester_1_dribble_f_nm_np1_ri_bad_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Finding_Forrester_2_dribble_f_cm_np1_le_med_1,data/HMDB51_data/videos/dribble/Finding_Forrester_2_dribble_f_cm_np1_le_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_fr_med_1,data/HMDB51_data/videos/dribble/How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_fr_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_ri_med_3,data/HMDB51_data/videos/dribble/How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_ri_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_ri_med_4,data/HMDB51_data/videos/dribble/How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_ri_med_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_ri_med_5,data/HMDB51_data/videos/dribble/How_to_Improve_Your_Basketball_Skills_-_How_to_Dribble_a_Basketball_Between_the_Legs_dribble_f_cm_np1_ri_med_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ba_bad_1,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ba_bad_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ba_bad_3,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ba_bad_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ba_med_7,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ba_med_7.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_fr_med_4,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_fr_med_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_le_med_6,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_le_med_6.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_le_med_8,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_le_med_8.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_le_med_9,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_le_med_9.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ri_bad_0,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ri_bad_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ri_med_5,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_f_cm_np1_ri_med_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_u_cm_np1_ri_med_2,data/HMDB51_data/videos/dribble/How_to_Play_Professional_Basketball_-_The_Two_Dribble_Basketball_Drill_dribble_u_cm_np1_ri_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JashaunKidsWhoRipAmazingBasketball_dribble_f_cm_np1_ba_med_7,data/HMDB51_data/videos/dribble/JashaunKidsWhoRipAmazingBasketball_dribble_f_cm_np1_ba_med_7.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JashaunKidsWhoRipAmazingBasketball_dribble_f_cm_np1_le_med_0,data/HMDB51_data/videos/dribble/JashaunKidsWhoRipAmazingBasketball_dribble_f_cm_np1_le_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JashaunKidsWhoRipAmazingBasketball_dribble_f_cm_np1_le_med_1,data/HMDB51_data/videos/dribble/JashaunKidsWhoRipAmazingBasketball_dribble_f_cm_np1_le_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JashaunKidsWhoRipAmazingBasketball_dribble_f_cm_np1_le_med_2,data/HMDB51_data/videos/dribble/JashaunKidsWhoRipAmazingBasketball_dribble_f_cm_np1_le_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_1,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_2,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_3,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_4,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_5,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_6,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_6.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_7,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_7.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_8,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_8.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_9,data/HMDB51_data/videos/dribble/JordanWorld_sbest6yearoldBaller_dribble_f_cm_np1_fr_med_9.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,PlayingBasketballGotWater_dribble_f_nm_np1_ba_med_7,data/HMDB51_data/videos/dribble/PlayingBasketballGotWater_dribble_f_nm_np1_ba_med_7.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,PlayingBasketballGotWater_dribble_f_nm_np1_fr_med_5,data/HMDB51_data/videos/dribble/PlayingBasketballGotWater_dribble_f_nm_np1_fr_med_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,PlayingBasketball_dribble_f_nm_np1_fr_med_8,data/HMDB51_data/videos/dribble/PlayingBasketball_dribble_f_nm_np1_fr_med_8.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,PlayingBasketball_dribble_f_nm_np1_le_med_0,data/HMDB51_data/videos/dribble/PlayingBasketball_dribble_f_nm_np1_le_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,PlayingBasketball_dribble_f_nm_np1_le_med_4,data/HMDB51_data/videos/dribble/PlayingBasketball_dribble_f_nm_np1_le_med_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,PlayingBasketball_dribble_f_nm_np2_le_med_3,data/HMDB51_data/videos/dribble/PlayingBasketball_dribble_f_nm_np2_le_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,SarahPlayingBasketBall_dribble_f_cm_np1_le_med_1,data/HMDB51_data/videos/dribble/SarahPlayingBasketBall_dribble_f_cm_np1_le_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ba_bad_4,data/HMDB51_data/videos/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ba_bad_4.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ba_bad_5,data/HMDB51_data/videos/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ba_bad_5.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ba_med_6,data/HMDB51_data/videos/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ba_med_6.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_fr_med_1,data/HMDB51_data/videos/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_fr_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_fr_med_3,data/HMDB51_data/videos/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_fr_med_3.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_le_med_2,data/HMDB51_data/videos/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_le_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ri_med_7,data/HMDB51_data/videos/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ri_med_7.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,World_Record_Basketball_Dribbler_dribble_f_cm_np1_fr_med_0,data/HMDB51_data/videos/dribble/World_Record_Basketball_Dribbler_dribble_f_cm_np1_fr_med_0.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,World_Record_Basketball_Dribbler_dribble_f_cm_np1_le_med_1,data/HMDB51_data/videos/dribble/World_Record_Basketball_Dribbler_dribble_f_cm_np1_le_med_1.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,World_Record_Basketball_Dribbler_dribble_f_cm_np1_le_med_2,data/HMDB51_data/videos/dribble/World_Record_Basketball_Dribbler_dribble_f_cm_np1_le_med_2.avi,dribble,9,True,,,,,,,not_probed
hmdb51,all,20060723sfjffsomelikeitwarmed_drink_f_nm_np1_fr_med_5,data/HMDB51_data/videos/drink/20060723sfjffsomelikeitwarmed_drink_f_nm_np1_fr_med_5.avi,drink,10,True,,,,,,,not_probed
hmdb51,all,21_drink_u_nm_np1_fr_goo_9,data/HMDB51_data/videos/drink/21_drink_u_nm_np1_fr_goo_9.avi,drink,10,True,,,,,,,not_probed
hmdb51,all,310ToYuma_drink_h_cm_np1_le_goo_3,data/HMDB51_data/videos/drink/310ToYuma_drink_h_cm_np1_le_goo_3.avi,drink,10,True,,,,,,,not_probed
hmdb51,all,310ToYuma_drink_h_nm_np1_fr_goo_2,data/HMDB51_data/videos/drink/310ToYuma_drink_h_nm_np1_fr_goo_2.avi,drink,10,True,,,,,,,not_probed
hmdb51,all,310ToYuma_drink_u_nm_np1_le_goo_5,data/HMDB51_data/videos/drink/310ToYuma_drink_u_nm_np1_le_goo_5.avi,drink,10,True,,,,,,,not_probed
hmdb51,all,50_FIRST_DATES_drink_u_nm_np1_fr_goo_29,data/HMDB51_data/videos/drink/50_FIRST_DATES_drink_u_nm_np1_fr_goo_29.avi,drink,10,True,,,,,,,not_probed
