dataset,split,video_id,video_path,label,label_id,total_frames_annotation,exists,readable,fps,num_frames,duration,width,height,error
diving48,train,5i1begTTucc_00058,data/Diving48_data/videos/5i1begTTucc_00058.mp4,class_21,21,123,True,,,,,,,not_probed
diving48,train,5i1begTTucc_00059,data/Diving48_data/videos/5i1begTTucc_00059.mp4,class_21,21,155,True,,,,,,,not_probed
diving48,train,5i1begTTucc_00069,data/Diving48_data/videos/5i1begTTucc_00069.mp4,class_21,21,113,True,,,,,,,not_probed
diving48,train,5i1begTTucc_00070,data/Diving48_data/videos/5i1begTTucc_00070.mp4,class_21,21,150,True,,,,,,,not_probed
diving48,train,5V-dKBtmKLI_00058,data/Diving48_data/videos/5V-dKBtmKLI_00058.mp4,class_21,21,106,True,,,,,,,not_probed
diving48,train,5V-dKBtmKLI_00059,data/Diving48_data/videos/5V-dKBtmKLI_00059.mp4,class_21,21,194,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00006,data/Diving48_data/videos/6wVdnLa3Tes_00006.mp4,class_21,21,124,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00007,data/Diving48_data/videos/6wVdnLa3Tes_00007.mp4,class_21,21,173,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00008,data/Diving48_data/videos/6wVdnLa3Tes_00008.mp4,class_21,21,89,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00009,data/Diving48_data/videos/6wVdnLa3Tes_00009.mp4,class_21,21,131,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00010,data/Diving48_data/videos/6wVdnLa3Tes_00010.mp4,class_21,21,159,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00011,data/Diving48_data/videos/6wVdnLa3Tes_00011.mp4,class_21,21,99,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00040,data/Diving48_data/videos/6wVdnLa3Tes_00040.mp4,class_21,21,63,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00041,data/Diving48_data/videos/6wVdnLa3Tes_00041.mp4,class_21,21,199,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00042,data/Diving48_data/videos/6wVdnLa3Tes_00042.mp4,class_21,21,49,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00057,data/Diving48_data/videos/6wVdnLa3Tes_00057.mp4,class_21,21,112,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00058,data/Diving48_data/videos/6wVdnLa3Tes_00058.mp4,class_21,21,164,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00059,data/Diving48_data/videos/6wVdnLa3Tes_00059.mp4,class_21,21,160,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00104,data/Diving48_data/videos/6wVdnLa3Tes_00104.mp4,class_21,21,82,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00105,data/Diving48_data/videos/6wVdnLa3Tes_00105.mp4,class_21,21,155,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00106,data/Diving48_data/videos/6wVdnLa3Tes_00106.mp4,class_21,21,152,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00205,data/Diving48_data/videos/6wVdnLa3Tes_00205.mp4,class_21,21,44,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00206,data/Diving48_data/videos/6wVdnLa3Tes_00206.mp4,class_21,21,138,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00207,data/Diving48_data/videos/6wVdnLa3Tes_00207.mp4,class_21,21,52,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00224,data/Diving48_data/videos/6wVdnLa3Tes_00224.mp4,class_21,21,87,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00225,data/Diving48_data/videos/6wVdnLa3Tes_00225.mp4,class_21,21,108,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00226,data/Diving48_data/videos/6wVdnLa3Tes_00226.mp4,class_21,21,129,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00233,data/Diving48_data/videos/6wVdnLa3Tes_00233.mp4,class_21,21,90,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00234,data/Diving48_data/videos/6wVdnLa3Tes_00234.mp4,class_21,21,179,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00235,data/Diving48_data/videos/6wVdnLa3Tes_00235.mp4,class_21,21,98,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00239,data/Diving48_data/videos/6wVdnLa3Tes_00239.mp4,class_21,21,120,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00240,data/Diving48_data/videos/6wVdnLa3Tes_00240.mp4,class_21,21,144,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00241,data/Diving48_data/videos/6wVdnLa3Tes_00241.mp4,class_21,21,143,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00242,data/Diving48_data/videos/6wVdnLa3Tes_00242.mp4,class_21,21,164,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00243,data/Diving48_data/videos/6wVdnLa3Tes_00243.mp4,class_21,21,160,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00244,data/Diving48_data/videos/6wVdnLa3Tes_00244.mp4,class_21,21,157,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00245,data/Diving48_data/videos/6wVdnLa3Tes_00245.mp4,class_21,21,71,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00246,data/Diving48_data/videos/6wVdnLa3Tes_00246.mp4,class_21,21,132,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00247,data/Diving48_data/videos/6wVdnLa3Tes_00247.mp4,class_21,21,114,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00248,data/Diving48_data/videos/6wVdnLa3Tes_00248.mp4,class_21,21,96,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00249,data/Diving48_data/videos/6wVdnLa3Tes_00249.mp4,class_21,21,143,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00250,data/Diving48_data/videos/6wVdnLa3Tes_00250.mp4,class_21,21,89,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00254,data/Diving48_data/videos/6wVdnLa3Tes_00254.mp4,class_21,21,57,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00255,data/Diving48_data/videos/6wVdnLa3Tes_00255.mp4,class_21,21,155,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00256,data/Diving48_data/videos/6wVdnLa3Tes_00256.mp4,class_21,21,90,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00264,data/Diving48_data/videos/6wVdnLa3Tes_00264.mp4,class_21,21,119,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00265,data/Diving48_data/videos/6wVdnLa3Tes_00265.mp4,class_21,21,191,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00266,data/Diving48_data/videos/6wVdnLa3Tes_00266.mp4,class_21,21,140,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00270,data/Diving48_data/videos/6wVdnLa3Tes_00270.mp4,class_21,21,104,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00271,data/Diving48_data/videos/6wVdnLa3Tes_00271.mp4,class_21,21,35,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00272,data/Diving48_data/videos/6wVdnLa3Tes_00272.mp4,class_21,21,108,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00273,data/Diving48_data/videos/6wVdnLa3Tes_00273.mp4,class_21,21,167,True,,,,,,,not_probed
diving48,train,6wVdnLa3Tes_00274,data/Diving48_data/videos/6wVdnLa3Tes_00274.mp4,class_21,21,74,True,,,,,,,not_probed
diving48,test,8qRmKunCjtY_00009,data/Diving48_data/videos/8qRmKunCjtY_00009.mp4,class_21,21,98,True,,,,,,,not_probed
diving48,test,8qRmKunCjtY_00014,data/Diving48_data/videos/8qRmKunCjtY_00014.mp4,class_21,21,190,True,,,,,,,not_probed
diving48,test,8qRmKunCjtY_00018,data/Diving48_data/videos/8qRmKunCjtY_00018.mp4,class_21,21,92,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00079,data/Diving48_data/videos/_8Vy3dlHg2w_00079.mp4,class_21,21,52,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00080,data/Diving48_data/videos/_8Vy3dlHg2w_00080.mp4,class_21,21,56,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00081,data/Diving48_data/videos/_8Vy3dlHg2w_00081.mp4,class_21,21,59,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00082,data/Diving48_data/videos/_8Vy3dlHg2w_00082.mp4,class_21,21,116,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00083,data/Diving48_data/videos/_8Vy3dlHg2w_00083.mp4,class_21,21,122,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00084,data/Diving48_data/videos/_8Vy3dlHg2w_00084.mp4,class_21,21,139,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00085,data/Diving48_data/videos/_8Vy3dlHg2w_00085.mp4,class_21,21,65,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00159,data/Diving48_data/videos/_8Vy3dlHg2w_00159.mp4,class_21,21,108,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00160,data/Diving48_data/videos/_8Vy3dlHg2w_00160.mp4,class_21,21,89,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00161,data/Diving48_data/videos/_8Vy3dlHg2w_00161.mp4,class_21,21,126,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00172,data/Diving48_data/videos/_8Vy3dlHg2w_00172.mp4,class_21,21,70,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00173,data/Diving48_data/videos/_8Vy3dlHg2w_00173.mp4,class_21,21,62,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00174,data/Diving48_data/videos/_8Vy3dlHg2w_00174.mp4,class_21,21,90,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00175,data/Diving48_data/videos/_8Vy3dlHg2w_00175.mp4,class_21,21,70,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00176,data/Diving48_data/videos/_8Vy3dlHg2w_00176.mp4,class_21,21,99,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00177,data/Diving48_data/videos/_8Vy3dlHg2w_00177.mp4,class_21,21,47,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00178,data/Diving48_data/videos/_8Vy3dlHg2w_00178.mp4,class_21,21,26,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00179,data/Diving48_data/videos/_8Vy3dlHg2w_00179.mp4,class_21,21,151,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00180,data/Diving48_data/videos/_8Vy3dlHg2w_00180.mp4,class_21,21,84,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00181,data/Diving48_data/videos/_8Vy3dlHg2w_00181.mp4,class_21,21,124,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00182,data/Diving48_data/videos/_8Vy3dlHg2w_00182.mp4,class_21,21,53,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00207,data/Diving48_data/videos/_8Vy3dlHg2w_00207.mp4,class_21,21,53,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00208,data/Diving48_data/videos/_8Vy3dlHg2w_00208.mp4,class_21,21,58,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00209,data/Diving48_data/videos/_8Vy3dlHg2w_00209.mp4,class_21,21,97,True,,,,,,,not_probed
diving48,train,_8Vy3dlHg2w_00210,data/Diving48_data/videos/_8Vy3dlHg2w_00210.mp4,class_21,21,74,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00057,data/Diving48_data/videos/9BC6ssCjyfg_00057.mp4,class_21,21,102,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00058,data/Diving48_data/videos/9BC6ssCjyfg_00058.mp4,class_21,21,180,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00059,data/Diving48_data/videos/9BC6ssCjyfg_00059.mp4,class_21,21,185,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00072,data/Diving48_data/videos/9BC6ssCjyfg_00072.mp4,class_21,21,86,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00073,data/Diving48_data/videos/9BC6ssCjyfg_00073.mp4,class_21,21,191,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00074,data/Diving48_data/videos/9BC6ssCjyfg_00074.mp4,class_21,21,166,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00078,data/Diving48_data/videos/9BC6ssCjyfg_00078.mp4,class_21,21,96,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00079,data/Diving48_data/videos/9BC6ssCjyfg_00079.mp4,class_21,21,253,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00080,data/Diving48_data/videos/9BC6ssCjyfg_00080.mp4,class_21,21,217,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00081,data/Diving48_data/videos/9BC6ssCjyfg_00081.mp4,class_21,21,45,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00082,data/Diving48_data/videos/9BC6ssCjyfg_00082.mp4,class_21,21,150,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00083,data/Diving48_data/videos/9BC6ssCjyfg_00083.mp4,class_21,21,134,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00240,data/Diving48_data/videos/9BC6ssCjyfg_00240.mp4,class_21,21,81,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00241,data/Diving48_data/videos/9BC6ssCjyfg_00241.mp4,class_21,21,184,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00242,data/Diving48_data/videos/9BC6ssCjyfg_00242.mp4,class_21,21,206,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00246,data/Diving48_data/videos/9BC6ssCjyfg_00246.mp4,class_21,21,120,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00247,data/Diving48_data/videos/9BC6ssCjyfg_00247.mp4,class_21,21,176,True,,,,,,,not_probed
diving48,train,9BC6ssCjyfg_00248,data/Diving48_data/videos/9BC6ssCjyfg_00248.mp4,class_21,21,196,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00047,data/Diving48_data/videos/9jZYYtzYqwE_00047.mp4,class_21,21,90,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00048,data/Diving48_data/videos/9jZYYtzYqwE_00048.mp4,class_21,21,129,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00073,data/Diving48_data/videos/9jZYYtzYqwE_00073.mp4,class_21,21,100,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00074,data/Diving48_data/videos/9jZYYtzYqwE_00074.mp4,class_21,21,107,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00075,data/Diving48_data/videos/9jZYYtzYqwE_00075.mp4,class_21,21,134,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00076,data/Diving48_data/videos/9jZYYtzYqwE_00076.mp4,class_21,21,226,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00083,data/Diving48_data/videos/9jZYYtzYqwE_00083.mp4,class_21,21,103,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00084,data/Diving48_data/videos/9jZYYtzYqwE_00084.mp4,class_21,21,117,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00099,data/Diving48_data/videos/9jZYYtzYqwE_00099.mp4,class_21,21,144,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00100,data/Diving48_data/videos/9jZYYtzYqwE_00100.mp4,class_21,21,139,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00101,data/Diving48_data/videos/9jZYYtzYqwE_00101.mp4,class_21,21,116,True,,,,,,,not_probed
diving48,train,9jZYYtzYqwE_00102,data/Diving48_data/videos/9jZYYtzYqwE_00102.mp4,class_21,21,88,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00003,data/Diving48_data/videos/aektxm8cLdo_00003.mp4,class_21,21,88,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00004,data/Diving48_data/videos/aektxm8cLdo_00004.mp4,class_21,21,107,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00005,data/Diving48_data/videos/aektxm8cLdo_00005.mp4,class_21,21,157,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00023,data/Diving48_data/videos/aektxm8cLdo_00023.mp4,class_21,21,81,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00024,data/Diving48_data/videos/aektxm8cLdo_00024.mp4,class_21,21,79,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00025,data/Diving48_data/videos/aektxm8cLdo_00025.mp4,class_21,21,96,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00029,data/Diving48_data/videos/aektxm8cLdo_00029.mp4,class_21,21,174,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00030,data/Diving48_data/videos/aektxm8cLdo_00030.mp4,class_21,21,177,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00031,data/Diving48_data/videos/aektxm8cLdo_00031.mp4,class_21,21,164,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00032,data/Diving48_data/videos/aektxm8cLdo_00032.mp4,class_21,21,86,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00033,data/Diving48_data/videos/aektxm8cLdo_00033.mp4,class_21,21,128,True,,,,,,,not_probed
diving48,train,aektxm8cLdo_00034,data/Diving48_data/videos/aektxm8cLdo_00034.mp4,class_21,21,80,True,,,,,,,not_probed
diving48,test,bSsVWVfYU4w_00101,data/Diving48_data/videos/bSsVWVfYU4w_00101.mp4,class_20,20,232,True,,,,,,,not_probed
diving48,train,c7FHotPDZIw_00090,data/Diving48_data/videos/c7FHotPDZIw_00090.mp4,class_08,8,101,True,,,,,,,not_probed
diving48,train,c7FHotPDZIw_00091,data/Diving48_data/videos/c7FHotPDZIw_00091.mp4,class_07,7,168,True,,,,,,,not_probed
diving48,train,c7FHotPDZIw_00092,data/Diving48_data/videos/c7FHotPDZIw_00092.mp4,class_07,7,88,True,,,,,,,not_probed
diving48,train,c7FHotPDZIw_00093,data/Diving48_data/videos/c7FHotPDZIw_00093.mp4,class_21,21,98,True,,,,,,,not_probed
diving48,test,cs8g1es4vfM_00036,data/Diving48_data/videos/cs8g1es4vfM_00036.mp4,class_38,38,54,True,,,,,,,not_probed
diving48,test,cs8g1es4vfM_00037,data/Diving48_data/videos/cs8g1es4vfM_00037.mp4,class_38,38,98,True,,,,,,,not_probed
diving48,test,cs8g1es4vfM_00046,data/Diving48_data/videos/cs8g1es4vfM_00046.mp4,class_31,31,65,True,,,,,,,not_probed
diving48,test,cs8g1es4vfM_00047,data/Diving48_data/videos/cs8g1es4vfM_00047.mp4,class_31,31,88,True,,,,,,,not_probed
diving48,test,cs8g1es4vfM_00050,data/Diving48_data/videos/cs8g1es4vfM_00050.mp4,class_18,18,123,True,,,,,,,not_probed
diving48,test,cs8g1es4vfM_00051,data/Diving48_data/videos/cs8g1es4vfM_00051.mp4,class_18,18,137,True,,,,,,,not_probed
diving48,test,cs8g1es4vfM_00052,data/Diving48_data/videos/cs8g1es4vfM_00052.mp4,class_21,21,80,True,,,,,,,not_probed
diving48,train,DB4lpBDPnTY_00013,data/Diving48_data/videos/DB4lpBDPnTY_00013.mp4,class_21,21,108,True,,,,,,,not_probed
diving48,train,DB4lpBDPnTY_00019,data/Diving48_data/videos/DB4lpBDPnTY_00019.mp4,class_21,21,98,True,,,,,,,not_probed
diving48,train,DB4lpBDPnTY_00045,data/Diving48_data/videos/DB4lpBDPnTY_00045.mp4,class_21,21,64,True,,,,,,,not_probed
diving48,train,DB4lpBDPnTY_00046,data/Diving48_data/videos/DB4lpBDPnTY_00046.mp4,class_21,21,98,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00086,data/Diving48_data/videos/db7DmpqzGmc_00086.mp4,class_21,21,64,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00087,data/Diving48_data/videos/db7DmpqzGmc_00087.mp4,class_21,21,143,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00088,data/Diving48_data/videos/db7DmpqzGmc_00088.mp4,class_21,21,165,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00108,data/Diving48_data/videos/db7DmpqzGmc_00108.mp4,class_21,21,99,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00109,data/Diving48_data/videos/db7DmpqzGmc_00109.mp4,class_21,21,143,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00110,data/Diving48_data/videos/db7DmpqzGmc_00110.mp4,class_21,21,201,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00118,data/Diving48_data/videos/db7DmpqzGmc_00118.mp4,class_21,21,83,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00119,data/Diving48_data/videos/db7DmpqzGmc_00119.mp4,class_21,21,139,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00120,data/Diving48_data/videos/db7DmpqzGmc_00120.mp4,class_21,21,176,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00121,data/Diving48_data/videos/db7DmpqzGmc_00121.mp4,class_21,21,54,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00122,data/Diving48_data/videos/db7DmpqzGmc_00122.mp4,class_21,21,128,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00123,data/Diving48_data/videos/db7DmpqzGmc_00123.mp4,class_21,21,167,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00124,data/Diving48_data/videos/db7DmpqzGmc_00124.mp4,class_21,21,109,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00125,data/Diving48_data/videos/db7DmpqzGmc_00125.mp4,class_21,21,174,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00126,data/Diving48_data/videos/db7DmpqzGmc_00126.mp4,class_21,21,152,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00131,data/Diving48_data/videos/db7DmpqzGmc_00131.mp4,class_21,21,135,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00132,data/Diving48_data/videos/db7DmpqzGmc_00132.mp4,class_21,21,232,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00133,data/Diving48_data/videos/db7DmpqzGmc_00133.mp4,class_21,21,196,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00134,data/Diving48_data/videos/db7DmpqzGmc_00134.mp4,class_21,21,33,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00135,data/Diving48_data/videos/db7DmpqzGmc_00135.mp4,class_21,21,42,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00136,data/Diving48_data/videos/db7DmpqzGmc_00136.mp4,class_21,21,82,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00137,data/Diving48_data/videos/db7DmpqzGmc_00137.mp4,class_21,21,146,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00193,data/Diving48_data/videos/db7DmpqzGmc_00193.mp4,class_21,21,119,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00194,data/Diving48_data/videos/db7DmpqzGmc_00194.mp4,class_21,21,154,True,,,,,,,not_probed
diving48,train,db7DmpqzGmc_00195,data/Diving48_data/videos/db7DmpqzGmc_00195.mp4,class_21,21,208,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00055,data/Diving48_data/videos/ddV_Cpszpls_00055.mp4,class_33,33,112,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00056,data/Diving48_data/videos/ddV_Cpszpls_00056.mp4,class_33,33,179,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00083,data/Diving48_data/videos/ddV_Cpszpls_00083.mp4,class_26,26,123,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00084,data/Diving48_data/videos/ddV_Cpszpls_00084.mp4,class_26,26,179,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00085,data/Diving48_data/videos/ddV_Cpszpls_00085.mp4,class_26,26,127,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00101,data/Diving48_data/videos/ddV_Cpszpls_00101.mp4,class_07,7,49,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00102,data/Diving48_data/videos/ddV_Cpszpls_00102.mp4,class_07,7,152,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00103,data/Diving48_data/videos/ddV_Cpszpls_00103.mp4,class_07,7,145,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00117,data/Diving48_data/videos/ddV_Cpszpls_00117.mp4,class_28,28,129,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00118,data/Diving48_data/videos/ddV_Cpszpls_00118.mp4,class_28,28,200,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00119,data/Diving48_data/videos/ddV_Cpszpls_00119.mp4,class_28,28,163,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00175,data/Diving48_data/videos/ddV_Cpszpls_00175.mp4,class_26,26,71,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00176,data/Diving48_data/videos/ddV_Cpszpls_00176.mp4,class_26,26,171,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00201,data/Diving48_data/videos/ddV_Cpszpls_00201.mp4,class_21,21,141,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00202,data/Diving48_data/videos/ddV_Cpszpls_00202.mp4,class_26,26,91,True,,,,,,,not_probed
diving48,train,ddV_Cpszpls_00203,data/Diving48_data/videos/ddV_Cpszpls_00203.mp4,class_26,26,159,True,,,,,,,not_probed
diving48,train,egsanPCCIzQ_00016,data/Diving48_data/videos/egsanPCCIzQ_00016.mp4,class_26,26,165,True,,,,,,,not_probed
diving48,train,egsanPCCIzQ_00017,data/Diving48_data/videos/egsanPCCIzQ_00017.mp4,class_26,26,227,True,,,,,,,not_probed
diving48,train,egsanPCCIzQ_00079,data/Diving48_data/videos/egsanPCCIzQ_00079.mp4,class_44,44,219,True,,,,,,,not_probed
diving48,train,egsanPCCIzQ_00080,data/Diving48_data/videos/egsanPCCIzQ_00080.mp4,class_44,44,171,True,,,,,,,not_probed
diving48,train,egsanPCCIzQ_00081,data/Diving48_data/videos/egsanPCCIzQ_00081.mp4,class_43,43,253,True,,,,,,,not_probed
diving48,train,egsanPCCIzQ_00115,data/Diving48_data/videos/egsanPCCIzQ_00115.mp4,class_07,7,172,True,,,,,,,not_probed
diving48,train,eN8umEok9U8_00173,data/Diving48_data/videos/eN8umEok9U8_00173.mp4,class_21,21,111,True,,,,,,,not_probed
diving48,train,eN8umEok9U8_00174,data/Diving48_data/videos/eN8umEok9U8_00174.mp4,class_21,21,161,True,,,,,,,not_probed
diving48,train,eN8umEok9U8_00181,data/Diving48_data/videos/eN8umEok9U8_00181.mp4,class_21,21,103,True,,,,,,,not_probed
diving48,train,eN8umEok9U8_00182,data/Diving48_data/videos/eN8umEok9U8_00182.mp4,class_21,21,108,True,,,,,,,not_probed
diving48,train,fohMq9tOn6E_00113,data/Diving48_data/videos/fohMq9tOn6E_00113.mp4,class_21,21,246,True,,,,,,,not_probed
diving48,train,fohMq9tOn6E_00115,data/Diving48_data/videos/fohMq9tOn6E_00115.mp4,class_21,21,163,True,,,,,,,not_probed
diving48,train,iv0Gu1VXAgc_00003,data/Diving48_data/videos/iv0Gu1VXAgc_00003.mp4,class_21,21,112,True,,,,,,,not_probed
