method,avg_frames,accuracy,type,vs_fixed,budget_dist,model,dataset,eval_dir
Knapsack-proxy@avg14f,14.0,0.7504950495049505,knapsack_proxy,-0.13514851485148516,"{'4': 594, '8': 260, '16': 843, '32': 323}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-learned@avg14f,14.0,0.8910891089108911,knapsack_learned,0.00544554455445545,"{'4': 0, '8': 161, '16': 213, '32': 30}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Oracle-knapsack@avg14f,14.0,0.8712871287128713,oracle_knapsack,-0.01435643564356437,"{'4': 230, '8': 34, '16': 1, '32': 139}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.7534653465346535,knapsack_proxy,-0.13217821782178218,"{'4': 582, '8': 261, '16': 610, '32': 567}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-learned@avg16f,16.0,0.8886138613861386,knapsack_learned,0.002970297029702973,"{'4': 0, '8': 140, '16': 194, '32': 70}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.8811881188118812,oracle_knapsack,-0.004455445544554459,"{'4': 206, '8': 29, '16': 0, '32': 169}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Fixed-4f,4.0,0.500990099009901,fixed,,,SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Fixed-8f,8.0,0.6623762376237624,fixed,,,SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Fixed-16f,16.0,0.8128712871287128,fixed,,,SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Fixed-32f,32.0,0.8757425742574257,fixed,,,SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.5193069306930693,knapsack_proxy,-0.14306930693069309,"{'4': 1146, '8': 301, '16': 573, '32': 0}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-learned@avg8f,8.0,0.7054455445544554,knapsack_learned,0.043069306930693,"{'4': 150, '8': 179, '16': 75, '32': 0}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.6831683168316832,oracle_knapsack,0.02079207920792081,"{'4': 302, '8': 51, '16': 1, '32': 50}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-proxy@avg10f,10.0,0.5524752475247525,knapsack_proxy,-0.10990099009900989,"{'4': 946, '8': 254, '16': 741, '32': 79}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-learned@avg10f,10.0,0.7574257425742574,knapsack_learned,0.09504950495049502,"{'4': 148, '8': 81, '16': 175, '32': 0}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Oracle-knapsack@avg10f,10.0,0.7029702970297029,oracle_knapsack,0.04059405940594052,"{'4': 274, '8': 50, '16': 1, '32': 79}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.556930693069307,knapsack_proxy,-0.10544554455445543,"{'4': 938, '8': 259, '16': 495, '32': 328}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-learned@avg12f,12.0,0.801980198019802,knapsack_learned,0.13960396039603962,"{'4': 132, '8': 4, '16': 268, '32': 0}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.7178217821782178,oracle_knapsack,0.055445544554455384,"{'4': 250, '8': 45, '16': 0, '32': 109}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-proxy@avg14f,14.0,0.5762376237623762,knapsack_proxy,-0.23663366336633662,"{'4': 882, '8': 272, '16': 321, '32': 545}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-learned@avg14f,14.0,0.8193069306930693,knapsack_learned,0.006435643564356441,"{'4': 118, '8': 0, '16': 248, '32': 38}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Oracle-knapsack@avg14f,14.0,0.7351485148514851,oracle_knapsack,-0.07772277227722768,"{'4': 226, '8': 38, '16': 2, '32': 138}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.5955445544554455,knapsack_proxy,-0.2173267326732673,"{'4': 794, '8': 245, '16': 263, '32': 718}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Knapsack-learned@avg16f,16.0,0.8316831683168316,knapsack_learned,0.01881188118811883,"{'4': 112, '8': 2, '16': 205, '32': 85}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.7623762376237624,oracle_knapsack,-0.05049504950495043,"{'4': 198, '8': 35, '16': 5, '32': 166}",SlowFast,UCF101,slowfast_r50_ucf101_full_e10_a100
Fixed-4f,4.0,0.8143564356435643,fixed,,,VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Fixed-8f,8.0,0.9138613861386139,fixed,,,VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Fixed-16f,16.0,0.9544554455445544,fixed,,,VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Fixed-32f,32.0,0.9554455445544554,fixed,,,VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-proxy@avg8f,8.0,0.8158415841584158,knapsack_proxy,-0.0980198019801981,"{'4': 908, '8': 658, '16': 454, '32': 0}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-learned@avg8f,8.0,0.9554455445544554,knapsack_learned,0.04158415841584151,"{'4': 206, '8': 95, '16': 103, '32': 0}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Oracle-knapsack@avg8f,8.0,0.948019801980198,oracle_knapsack,0.03415841584158408,"{'4': 306, '8': 47, '16': 0, '32': 51}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-proxy@avg10f,10.0,0.8222772277227722,knapsack_proxy,-0.09158415841584167,"{'4': 780, '8': 345, '16': 895, '32': 0}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-learned@avg10f,10.0,0.9603960396039604,knapsack_learned,0.046534653465346465,"{'4': 160, '8': 63, '16': 181, '32': 0}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Oracle-knapsack@avg10f,10.0,0.948019801980198,oracle_knapsack,0.03415841584158408,"{'4': 276, '8': 47, '16': 2, '32': 79}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-proxy@avg12f,12.0,0.8292079207920792,knapsack_proxy,-0.08465346534653473,"{'4': 666, '8': 263, '16': 965, '32': 126}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-learned@avg12f,12.0,0.9628712871287128,knapsack_learned,0.04900990099009894,"{'4': 130, '8': 55, '16': 195, '32': 24}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Oracle-knapsack@avg12f,12.0,0.948019801980198,oracle_knapsack,0.03415841584158408,"{'4': 252, '8': 40, '16': 4, '32': 108}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-proxy@avg14f,14.0,0.8301980198019802,knapsack_proxy,-0.12425742574257426,"{'4': 660, '8': 253, '16': 738, '32': 369}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-learned@avg14f,14.0,0.9628712871287128,knapsack_learned,0.008415841584158423,"{'4': 112, '8': 59, '16': 170, '32': 63}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Oracle-knapsack@avg14f,14.0,0.9529702970297029,oracle_knapsack,-0.0014851485148514865,"{'4': 224, '8': 39, '16': 4, '32': 137}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-proxy@avg16f,16.0,0.8336633663366336,knapsack_proxy,-0.12079207920792079,"{'4': 638, '8': 239, '16': 545, '32': 598}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Knapsack-learned@avg16f,16.0,0.9603960396039604,knapsack_learned,0.005940594059405946,"{'4': 88, '8': 70, '16': 145, '32': 101}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Oracle-knapsack@avg16f,16.0,0.9554455445544554,oracle_knapsack,0.000990099009900991,"{'4': 200, '8': 34, '16': 3, '32': 167}",VideoMAE,UCF101,videomae_ucf101_full_e10_h200
Fixed-4f,4.0,0.46214689265536724,fixed,,,R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Fixed-8f,8.0,0.631638418079096,fixed,,,R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Fixed-16f,16.0,0.7310734463276836,fixed,,,R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Fixed-32f,32.0,0.7457627118644068,fixed,,,R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.5163841807909605,knapsack_proxy,-0.11525423728813555,"{'4': 476, '8': 171, '16': 238, '32': 0}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-learned@avg8f,8.0,0.6610169491525424,knapsack_learned,0.029378531073446346,"{'4': 48, '8': 105, '16': 24, '32': 0}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.6836158192090396,oracle_knapsack,0.051977401129943535,"{'4': 126, '8': 30, '16': 0, '32': 21}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-proxy@avg10f,9.99774011299435,0.5502824858757062,knapsack_proxy,-0.08135593220338988,"{'4': 400, '8': 142, '16': 304, '32': 39}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-learned@avg10f,9.98870056497175,0.6892655367231638,knapsack_learned,0.057627118644067776,"{'4': 30, '8': 88, '16': 59, '32': 0}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Oracle-knapsack@avg10f,9.98870056497175,0.6949152542372882,oracle_knapsack,0.06327683615819213,"{'4': 114, '8': 28, '16': 2, '32': 33}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.5581920903954802,knapsack_proxy,-0.07344632768361581,"{'4': 373, '8': 155, '16': 221, '32': 136}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-learned@avg12f,12.0,0.711864406779661,knapsack_learned,0.08022598870056497,"{'4': 27, '8': 48, '16': 102, '32': 0}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.711864406779661,oracle_knapsack,0.08022598870056497,"{'4': 101, '8': 29, '16': 1, '32': 46}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-proxy@avg14f,13.99774011299435,0.5661016949152542,knapsack_proxy,-0.16497175141242937,"{'4': 341, '8': 152, '16': 171, '32': 221}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-learned@avg14f,13.98870056497175,0.7627118644067796,knapsack_learned,0.031638418079096065,"{'4': 11, '8': 28, '16': 138, '32': 0}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Oracle-knapsack@avg14f,13.98870056497175,0.7231638418079096,oracle_knapsack,-0.00790960451977396,"{'4': 91, '8': 26, '16': 1, '32': 59}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.584180790960452,knapsack_proxy,-0.14689265536723162,"{'4': 300, '8': 142, '16': 147, '32': 296}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Knapsack-learned@avg16f,16.0,0.7909604519774012,knapsack_learned,0.059887005649717606,"{'4': 0, '8': 0, '16': 177, '32': 0}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.7344632768361582,oracle_knapsack,0.003389830508474634,"{'4': 82, '8': 21, '16': 2, '32': 72}",R2plus1D-18,HMDB51,r2plus1d_18_hmdb51_full_e10_a100
Fixed-4f,4.0,0.35141242937853107,fixed,,,SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Fixed-8f,8.0,0.44745762711864406,fixed,,,SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Fixed-16f,16.0,0.6508474576271186,fixed,,,SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Fixed-32f,32.0,0.7932203389830509,fixed,,,SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.3977401129943503,knapsack_proxy,-0.04971751412429376,"{'4': 514, '8': 114, '16': 257, '32': 0}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-learned@avg8f,8.0,0.5028248587570622,knapsack_learned,0.05536723163841811,"{'4': 78, '8': 60, '16': 39, '32': 0}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.536723163841808,oracle_knapsack,0.0892655367231639,"{'4': 134, '8': 20, '16': 1, '32': 22}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-proxy@avg10f,9.99774011299435,0.42259887005649716,knapsack_proxy,-0.024858757062146908,"{'4': 478, '8': 89, '16': 247, '32': 71}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-learned@avg10f,9.98870056497175,0.615819209039548,knapsack_learned,0.16836158192090395,"{'4': 74, '8': 22, '16': 81, '32': 0}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Oracle-knapsack@avg10f,9.98870056497175,0.559322033898305,oracle_knapsack,0.11186440677966097,"{'4': 122, '8': 18, '16': 3, '32': 34}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.4350282485875706,knapsack_proxy,-0.012429378531073454,"{'4': 465, '8': 85, '16': 165, '32': 170}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-learned@avg12f,12.0,0.6440677966101694,knapsack_learned,0.19661016949152538,"{'4': 69, '8': 7, '16': 90, '32': 11}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.5932203389830508,oracle_knapsack,0.14576271186440676,"{'4': 109, '8': 17, '16': 5, '32': 46}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-proxy@avg14f,13.99774011299435,0.45875706214689266,knapsack_proxy,-0.19209039548022594,"{'4': 433, '8': 82, '16': 115, '32': 255}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-learned@avg14f,13.98870056497175,0.6666666666666666,knapsack_learned,0.015819209039548032,"{'4': 69, '8': 3, '16': 74, '32': 31}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Oracle-knapsack@avg14f,13.98870056497175,0.6271186440677966,oracle_knapsack,-0.023728813559321993,"{'4': 97, '8': 17, '16': 4, '32': 59}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.4903954802259887,knapsack_proxy,-0.16045197740112987,"{'4': 378, '8': 91, '16': 87, '32': 329}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Knapsack-learned@avg16f,16.0,0.7005649717514124,knapsack_learned,0.049717514124293816,"{'4': 68, '8': 2, '16': 55, '32': 52}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.6440677966101694,oracle_knapsack,-0.006779661016949157,"{'4': 86, '8': 15, '16': 4, '32': 72}",SlowFast,HMDB51,slowfast_r50_hmdb51_full_e10_a100
Fixed-4f,4.0,0.5152542372881356,fixed,,,VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Fixed-8f,8.0,0.735593220338983,fixed,,,VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Fixed-16f,16.0,0.8395480225988701,fixed,,,VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Fixed-32f,32.0,0.8440677966101695,fixed,,,VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg8f,8.0,0.5559322033898305,knapsack_proxy,-0.17966101694915249,"{'4': 500, '8': 135, '16': 250, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg8f,8.0,0.7909604519774012,knapsack_learned,0.05536723163841817,"{'4': 54, '8': 96, '16': 27, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg8f,8.0,0.8305084745762712,oracle_knapsack,0.0949152542372882,"{'4': 112, '8': 45, '16': 2, '32': 18}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg10f,9.99774011299435,0.5706214689265536,knapsack_proxy,-0.16497175141242937,"{'4': 468, '8': 126, '16': 209, '32': 82}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg10f,9.98870056497175,0.8192090395480226,knapsack_learned,0.0836158192090396,"{'4': 42, '8': 70, '16': 65, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg10f,9.98870056497175,0.8361581920903954,oracle_knapsack,0.10056497175141244,"{'4': 102, '8': 42, '16': 2, '32': 31}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg12f,12.0,0.5694915254237288,knapsack_proxy,-0.16610169491525417,"{'4': 429, '8': 125, '16': 168, '32': 163}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg12f,12.0,0.847457627118644,knapsack_learned,0.11186440677966103,"{'4': 19, '8': 60, '16': 98, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg12f,12.0,0.8418079096045198,oracle_knapsack,0.10621468926553679,"{'4': 93, '8': 37, '16': 3, '32': 44}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg14f,13.99774011299435,0.5932203389830508,knapsack_proxy,-0.24632768361581925,"{'4': 389, '8': 122, '16': 132, '32': 242}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg14f,13.98870056497175,0.8587570621468926,knapsack_learned,0.019209039548022555,"{'4': 13, '8': 25, '16': 139, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg14f,13.98870056497175,0.8531073446327684,oracle_knapsack,0.013559322033898313,"{'4': 83, '8': 34, '16': 3, '32': 57}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg16f,16.0,0.6135593220338983,knapsack_proxy,-0.22598870056497178,"{'4': 336, '8': 112, '16': 129, '32': 308}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg16f,16.0,0.8700564971751412,knapsack_learned,0.03050847457627115,"{'4': 4, '8': 4, '16': 164, '32': 5}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg16f,16.0,0.864406779661017,oracle_knapsack,0.024858757062146908,"{'4': 72, '8': 32, '16': 3, '32': 70}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Fixed-4f,4.0,0.08613728129205922,fixed,,,R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Fixed-8f,8.0,0.16823687752355315,fixed,,,R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Fixed-16f,16.0,0.35262449528936746,fixed,,,R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Fixed-32f,32.0,0.3472409152086137,fixed,,,R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.15881561238223418,knapsack_proxy,-0.009421265141318969,"{'4': 438, '8': 156, '16': 114, '32': 35}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-learned@avg8f,8.0,0.20134228187919462,knapsack_learned,0.033105404355641466,"{'4': 88, '8': 17, '16': 44, '32': 0}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.28859060402684567,oracle_knapsack,0.12035372650329251,"{'4': 106, '8': 24, '16': 2, '32': 17}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-proxy@avg10f,9.997308209959623,0.17496635262449528,knapsack_proxy,0.006729475100942128,"{'4': 369, '8': 164, '16': 130, '32': 80}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-learned@avg10f,9.986577181208053,0.22818791946308725,knapsack_learned,0.0599510419395341,"{'4': 60, '8': 22, '16': 67, '32': 0}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Oracle-knapsack@avg10f,9.986577181208053,0.3087248322147651,oracle_knapsack,0.14048795469121195,"{'4': 96, '8': 22, '16': 4, '32': 27}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.20053835800807537,knapsack_proxy,0.03230148048452222,"{'4': 293, '8': 176, '16': 152, '32': 122}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-learned@avg12f,12.0,0.28187919463087246,knapsack_learned,0.11364231710731931,"{'4': 35, '8': 22, '16': 92, '32': 0}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.348993288590604,oracle_knapsack,0.18075641106705087,"{'4': 83, '8': 24, '16': 5, '32': 37}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-proxy@avg14f,13.997308209959623,0.21130551816958276,knapsack_proxy,-0.1413189771197847,"{'4': 250, '8': 155, '16': 166, '32': 172}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-learned@avg14f,13.986577181208053,0.33557046979865773,knapsack_learned,-0.017054025490709723,"{'4': 15, '8': 15, '16': 119, '32': 0}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Oracle-knapsack@avg14f,13.986577181208053,0.38926174496644295,oracle_knapsack,0.03663724967707549,"{'4': 73, '8': 22, '16': 7, '32': 47}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.22072678331090176,knapsack_proxy,-0.1318977119784657,"{'4': 200, '8': 154, '16': 162, '32': 227}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Knapsack-learned@avg16f,16.0,0.3825503355704698,knapsack_learned,0.029925840281102345,"{'4': 0, '8': 0, '16': 149, '32': 0}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.4161073825503356,oracle_knapsack,0.06348288726096812,"{'4': 58, '8': 25, '16': 10, '32': 56}",R2plus1D-18,Diving48,r2plus1d_18_diving48_full_e10_a100
Fixed-4f,4.0,0.05787348586810229,fixed,,,SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Fixed-8f,8.0,0.14535666218034993,fixed,,,SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Fixed-16f,16.0,0.26379542395693134,fixed,,,SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Fixed-32f,32.0,0.5047106325706595,fixed,,,SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.12113055181695828,knapsack_proxy,-0.024226110363391645,"{'4': 506, '8': 114, '16': 58, '32': 65}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-learned@avg8f,8.0,0.1476510067114094,knapsack_learned,0.002294344531059478,"{'4': 28, '8': 107, '16': 14, '32': 0}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.18120805369127516,oracle_knapsack,0.03585139151092523,"{'4': 116, '8': 13, '16': 1, '32': 19}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-proxy@avg10f,9.997308209959623,0.1601615074024226,knapsack_proxy,0.014804845222072677,"{'4': 397, '8': 162, '16': 84, '32': 100}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-learned@avg10f,9.986577181208053,0.18791946308724833,knapsack_learned,0.0425628009068984,"{'4': 22, '8': 87, '16': 36, '32': 4}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Oracle-knapsack@avg10f,9.986577181208053,0.2080536912751678,oracle_knapsack,0.06269702909481786,"{'4': 104, '8': 14, '16': 2, '32': 29}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.2018842530282638,knapsack_proxy,0.05652759084791387,"{'4': 307, '8': 177, '16': 126, '32': 133}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-learned@avg12f,12.0,0.2080536912751678,knapsack_learned,0.06269702909481786,"{'4': 21, '8': 85, '16': 22, '32': 21}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.22818791946308725,oracle_knapsack,0.08283125728273733,"{'4': 93, '8': 15, '16': 1, '32': 40}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-proxy@avg14f,13.997308209959623,0.23283983849259757,knapsack_proxy,-0.030955585464333774,"{'4': 238, '8': 179, '16': 151, '32': 175}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-learned@avg14f,13.986577181208053,0.21476510067114093,knapsack_learned,-0.049030323285790406,"{'4': 17, '8': 78, '16': 21, '32': 33}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Oracle-knapsack@avg14f,13.986577181208053,0.2550335570469799,oracle_knapsack,-0.008761866909951455,"{'4': 83, '8': 13, '16': 3, '32': 50}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.2651413189771198,knapsack_proxy,0.0013458950201884479,"{'4': 172, '8': 178, '16': 175, '32': 218}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Knapsack-learned@avg16f,16.0,0.2550335570469799,knapsack_learned,-0.008761866909951455,"{'4': 14, '8': 73, '16': 15, '32': 47}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.28187919463087246,oracle_knapsack,0.018083770673941124,"{'4': 72, '8': 14, '16': 2, '32': 61}",SlowFast,Diving48,slowfast_r50_diving48_full_e10_a100
Fixed-4f,4.0,0.08613728129205922,fixed,,,VideoMAE,Diving48,videomae_diving48_full_e10_h200
Fixed-8f,8.0,0.2759084791386272,fixed,,,VideoMAE,Diving48,videomae_diving48_full_e10_h200
Fixed-16f,16.0,0.4858681022880215,fixed,,,VideoMAE,Diving48,videomae_diving48_full_e10_h200
Fixed-32f,32.0,0.4993270524899058,fixed,,,VideoMAE,Diving48,videomae_diving48_full_e10_h200
Knapsack-proxy@avg8f,8.0,0.2032301480484522,knapsack_proxy,-0.07267833109017499,"{'4': 422, '8': 126, '16': 187, '32': 8}",VideoMAE,Diving48,videomae_diving48_full_e10_h200
Knapsack-learned@avg8f,8.0,0.26174496644295303,knapsack_learned,-0.014163512695674174,"{'4': 0, '8': 149, '16': 0, '32': 0}",VideoMAE,Diving48,videomae_diving48_full_e10_h200
