model,dataset,stride_a,stride_b,acc_a,acc_b,diff_pp,abs_diff_pp
slowfast_r50,driveact,2,4,68.08035714285714,56.91964285714286,11.16071428571428,11.16071428571428
slowfast_r50,driveact,2,8,68.08035714285714,45.3125,22.76785714285714,22.76785714285714
slowfast_r50,driveact,2,16,68.08035714285714,38.83928571428571,29.24107142857143,29.24107142857143
slowfast_r50,driveact,4,8,56.91964285714286,45.3125,11.607142857142861,11.607142857142861
slowfast_r50,driveact,4,16,56.91964285714286,38.83928571428571,18.08035714285715,18.08035714285715
slowfast_r50,driveact,8,16,45.3125,38.83928571428571,6.47321428571429,6.47321428571429
slowfast_r50,epic_kitchens,1,2,39.411764705882355,37.84313725490196,1.5686274509803921,1.5686274509803921
slowfast_r50,epic_kitchens,1,4,39.411764705882355,34.80392156862745,4.6078431372549025,4.6078431372549025
slowfast_r50,epic_kitchens,1,8,39.411764705882355,28.431372549019603,10.98039215686275,10.98039215686275
slowfast_r50,epic_kitchens,1,16,39.411764705882355,20.88235294117647,18.52941176470588,18.52941176470588
slowfast_r50,epic_kitchens,2,4,37.84313725490196,34.80392156862745,3.03921568627451,3.03921568627451
slowfast_r50,epic_kitchens,2,8,37.84313725490196,28.431372549019603,9.411764705882359,9.411764705882359
slowfast_r50,epic_kitchens,2,16,37.84313725490196,20.88235294117647,16.960784313725487,16.960784313725487
slowfast_r50,epic_kitchens,4,8,34.80392156862745,28.431372549019603,6.372549019607848,6.372549019607848
slowfast_r50,epic_kitchens,4,16,34.80392156862745,20.88235294117647,13.921568627450979,13.921568627450979
slowfast_r50,epic_kitchens,8,16,28.431372549019603,20.88235294117647,7.54901960784313,7.54901960784313
slowfast_r50,finegym,1,2,79.875,60.5,19.374999999999996,19.374999999999996
slowfast_r50,finegym,1,4,79.875,26.0,53.87499999999999,53.87499999999999
slowfast_r50,finegym,1,8,79.875,10.5,69.375,69.375
slowfast_r50,finegym,1,16,79.875,7.625,72.24999999999999,72.24999999999999
slowfast_r50,finegym,2,4,60.5,26.0,34.5,34.5
slowfast_r50,finegym,2,8,60.5,10.5,50.0,50.0
slowfast_r50,finegym,2,16,60.5,7.625,52.87499999999999,52.87499999999999
slowfast_r50,finegym,4,8,26.0,10.5,15.500000000000004,15.500000000000004
slowfast_r50,finegym,4,16,26.0,7.625,18.375000000000004,18.375000000000004
slowfast_r50,finegym,8,16,10.5,7.625,2.875,2.875
timesformer,ucf101,1,2,91.03960396039604,90.94059405940594,0.0990099009900991,0.0990099009900991
timesformer,ucf101,1,4,91.03960396039604,91.08910891089108,-0.04950495049503845,0.04950495049503845
timesformer,ucf101,1,8,91.03960396039604,91.13861386138615,-0.0990099009900991,0.0990099009900991
timesformer,ucf101,1,16,91.03960396039604,91.03960396039604,0.0,0.0
timesformer,ucf101,2,4,90.94059405940594,91.08910891089108,-0.14851485148513754,0.14851485148513754
timesformer,ucf101,2,8,90.94059405940594,91.13861386138615,-0.1980198019801982,0.1980198019801982
timesformer,ucf101,2,16,90.94059405940594,91.03960396039604,-0.0990099009900991,0.0990099009900991
timesformer,ucf101,4,8,91.08910891089108,91.13861386138615,-0.04950495049506065,0.04950495049506065
timesformer,ucf101,4,16,91.08910891089108,91.03960396039604,0.04950495049503845,0.04950495049503845
timesformer,ucf101,8,16,91.13861386138615,91.03960396039604,0.0990099009900991,0.0990099009900991
timesformer,ssv2,1,2,42.290076335877856,42.34289200732153,-0.052815671443673384,0.052815671443673384
timesformer,ssv2,1,4,42.290076335877856,41.54501216545012,0.7450641704277394,0.7450641704277394
timesformer,ssv2,1,8,42.290076335877856,39.611768274188655,2.6783080616892,2.6783080616892
timesformer,ssv2,1,16,42.290076335877856,29.47178871548619,12.818287620391667,12.818287620391667
timesformer,ssv2,2,4,42.34289200732153,41.54501216545012,0.7978798418714128,0.7978798418714128
timesformer,ssv2,2,8,42.34289200732153,39.611768274188655,2.731123733132873,2.731123733132873
timesformer,ssv2,2,16,42.34289200732153,29.47178871548619,12.87110329183534,12.87110329183534
timesformer,ssv2,4,8,41.54501216545012,39.611768274188655,1.9332438912614602,1.9332438912614602
timesformer,ssv2,4,16,41.54501216545012,29.47178871548619,12.073223449963926,12.073223449963926
timesformer,ssv2,8,16,39.611768274188655,29.47178871548619,10.139979558702466,10.139979558702466
timesformer,hmdb51,1,2,79.88700564971751,78.87005649717514,1.016949152542368,1.016949152542368
timesformer,hmdb51,1,4,79.88700564971751,79.77401129943503,0.1129943502824804,0.1129943502824804
timesformer,hmdb51,1,8,79.88700564971751,79.88700564971751,0.0,0.0
timesformer,hmdb51,1,16,79.88700564971751,75.9322033898305,3.9548022598870025,3.9548022598870025
timesformer,hmdb51,2,4,78.87005649717514,79.77401129943503,-0.9039548022598876,0.9039548022598876
timesformer,hmdb51,2,8,78.87005649717514,79.88700564971751,-1.016949152542368,1.016949152542368
timesformer,hmdb51,2,16,78.87005649717514,75.9322033898305,2.9378531073446346,2.9378531073446346
timesformer,hmdb51,4,8,79.77401129943503,79.88700564971751,-0.1129943502824804,0.1129943502824804
timesformer,hmdb51,4,16,79.77401129943503,75.9322033898305,3.841807909604522,3.841807909604522
timesformer,hmdb51,8,16,79.88700564971751,75.9322033898305,3.9548022598870025,3.9548022598870025
timesformer,diving48,1,2,38.22341857335128,38.22341857335128,0.0,0.0
timesformer,diving48,1,4,38.22341857335128,38.6271870794078,-0.4037685060565177,0.4037685060565177
timesformer,diving48,1,8,38.22341857335128,36.87752355316285,1.3458950201884312,1.3458950201884312
timesformer,diving48,1,16,38.22341857335128,36.20457604306864,2.0188425302826385,2.0188425302826385
timesformer,diving48,2,4,38.22341857335128,38.6271870794078,-0.4037685060565177,0.4037685060565177
timesformer,diving48,2,8,38.22341857335128,36.87752355316285,1.3458950201884312,1.3458950201884312
timesformer,diving48,2,16,38.22341857335128,36.20457604306864,2.0188425302826385,2.0188425302826385
timesformer,diving48,4,8,38.6271870794078,36.87752355316285,1.749663526244949,1.749663526244949
timesformer,diving48,4,16,38.6271870794078,36.20457604306864,2.4226110363391564,2.4226110363391564
timesformer,diving48,8,16,36.87752355316285,36.20457604306864,0.6729475100942073,0.6729475100942073
timesformer,autsl,1,2,66.77229515617927,66.90810321412404,-0.13580805794477513,0.13580805794477513
timesformer,autsl,1,4,66.77229515617927,66.27433227704844,0.49796287913081994,0.49796287913081994
timesformer,autsl,1,8,66.77229515617927,65.70846536894523,1.0638297872340385,1.0638297872340385
timesformer,autsl,1,16,66.77229515617927,50.76957899502037,16.002716161158894,16.002716161158894
timesformer,autsl,2,4,66.90810321412404,66.27433227704844,0.6337709370755951,0.6337709370755951
timesformer,autsl,2,8,66.90810321412404,65.70846536894523,1.1996378451788137,1.1996378451788137
timesformer,autsl,2,16,66.90810321412404,50.76957899502037,16.138524219103665,16.138524219103665
timesformer,autsl,4,8,66.27433227704844,65.70846536894523,0.5658669081032186,0.5658669081032186
timesformer,autsl,4,16,66.27433227704844,50.76957899502037,15.504753282028073,15.504753282028073
timesformer,autsl,8,16,65.70846536894523,50.76957899502037,14.938886373924854,14.938886373924854
timesformer,driveact,1,2,67.63392857142857,68.08035714285714,-0.44642857142856984,0.44642857142856984
timesformer,driveact,1,4,67.63392857142857,66.96428571428571,0.6696428571428603,0.6696428571428603
timesformer,driveact,1,8,67.63392857142857,66.51785714285714,1.1160714285714302,1.1160714285714302
timesformer,driveact,1,16,67.63392857142857,59.15178571428571,8.482142857142861,8.482142857142861
timesformer,driveact,2,4,68.08035714285714,66.96428571428571,1.1160714285714302,1.1160714285714302
timesformer,driveact,2,8,68.08035714285714,66.51785714285714,1.5625,1.5625
timesformer,driveact,2,16,68.08035714285714,59.15178571428571,8.92857142857143,8.92857142857143
timesformer,driveact,4,8,66.96428571428571,66.51785714285714,0.44642857142856984,0.44642857142856984
timesformer,driveact,4,16,66.96428571428571,59.15178571428571,7.8125,7.8125
timesformer,driveact,8,16,66.51785714285714,59.15178571428571,7.366071428571431,7.366071428571431
timesformer,epic_kitchens,1,2,32.25490196078431,32.45098039215686,-0.19607843137254832,0.19607843137254832
timesformer,epic_kitchens,1,4,32.25490196078431,31.86274509803921,0.3921568627451022,0.3921568627451022
timesformer,epic_kitchens,1,8,32.25490196078431,30.49019607843137,1.7647058823529405,1.7647058823529405
timesformer,epic_kitchens,1,16,32.25490196078431,29.31372549019608,2.94117647058823,2.94117647058823
timesformer,epic_kitchens,2,4,32.45098039215686,31.86274509803921,0.5882352941176505,0.5882352941176505
timesformer,epic_kitchens,2,8,32.45098039215686,30.49019607843137,1.9607843137254888,1.9607843137254888
timesformer,epic_kitchens,2,16,32.45098039215686,29.31372549019608,3.1372549019607785,3.1372549019607785
timesformer,epic_kitchens,4,8,31.86274509803921,30.49019607843137,1.3725490196078383,1.3725490196078383
timesformer,epic_kitchens,4,16,31.86274509803921,29.31372549019608,2.549019607843128,2.549019607843128
timesformer,epic_kitchens,8,16,30.49019607843137,29.31372549019608,1.17647058823529,1.17647058823529
timesformer,finegym,1,2,66.0625,64.25,1.8125000000000058,1.8125000000000058
timesformer,finegym,1,4,66.0625,63.5625,2.500000000000002,2.500000000000002
timesformer,finegym,1,8,66.0625,53.87499999999999,12.187500000000007,12.187500000000007
timesformer,finegym,1,16,66.0625,29.6875,36.375,36.375
timesformer,finegym,2,4,64.25,63.5625,0.6874999999999964,0.6874999999999964
timesformer,finegym,2,8,64.25,53.87499999999999,10.375,10.375
timesformer,finegym,2,16,64.25,29.6875,34.56249999999999,34.56249999999999
timesformer,finegym,4,8,63.5625,53.87499999999999,9.687500000000004,9.687500000000004
timesformer,finegym,4,16,63.5625,29.6875,33.875,33.875
timesformer,finegym,8,16,53.87499999999999,29.6875,24.187499999999996,24.187499999999996
vivit,ucf101,1,2,94.25742574257424,94.20792079207921,0.04950495049503845,0.04950495049503845
vivit,ucf101,1,4,94.25742574257424,93.76237623762376,0.4950495049504844,0.4950495049504844
vivit,ucf101,1,8,94.25742574257424,92.92079207920791,1.3366336633663267,1.3366336633663267
vivit,ucf101,1,16,94.25742574257424,89.00990099009901,5.24752475247523,5.24752475247523
vivit,ucf101,2,4,94.20792079207921,93.76237623762376,0.44554455445544594,0.44554455445544594
vivit,ucf101,2,8,94.20792079207921,92.92079207920791,1.2871287128712883,1.2871287128712883
vivit,ucf101,2,16,94.20792079207921,89.00990099009901,5.198019801980191,5.198019801980191
vivit,ucf101,4,8,93.76237623762376,92.92079207920791,0.8415841584158423,0.8415841584158423
vivit,ucf101,4,16,93.76237623762376,89.00990099009901,4.752475247524746,4.752475247524746
vivit,ucf101,8,16,92.92079207920791,89.00990099009901,3.9108910891089033,3.9108910891089033
vivit,ssv2,1,2,38.3206106870229,36.27211714460037,2.0484935424225306,2.0484935424225306
vivit,ssv2,1,4,38.3206106870229,26.79440389294404,11.526206794078858,11.526206794078858
vivit,ssv2,1,8,38.3206106870229,14.98331816803154,23.337292518991358,23.337292518991358
vivit,ssv2,1,16,38.3206106870229,7.68307322929171,30.63753745773119,30.63753745773119
vivit,ssv2,2,4,36.27211714460037,26.79440389294404,9.477713251656327,9.477713251656327
vivit,ssv2,2,8,36.27211714460037,14.98331816803154,21.288798976568827,21.288798976568827
vivit,ssv2,2,16,36.27211714460037,7.68307322929171,28.58904391530866,28.58904391530866
vivit,ssv2,4,8,26.79440389294404,14.98331816803154,11.811085724912502,11.811085724912502
vivit,ssv2,4,16,26.79440389294404,7.68307322929171,19.111330663652332,19.111330663652332
vivit,ssv2,8,16,14.98331816803154,7.68307322929171,7.300244938739829,7.300244938739829
vivit,hmdb51,1,2,80.22598870056498,80.0,0.2259887005649719,0.2259887005649719
vivit,hmdb51,1,4,80.22598870056498,76.49717514124293,3.7288135593220417,3.7288135593220417
vivit,hmdb51,1,8,80.22598870056498,69.15254237288136,11.073446327683623,11.073446327683623
vivit,hmdb51,1,16,80.22598870056498,60.790960451977405,19.43502824858757,19.43502824858757
vivit,hmdb51,2,4,80.0,76.49717514124293,3.50282485875707,3.50282485875707
vivit,hmdb51,2,8,80.0,69.15254237288136,10.84745762711865,10.84745762711865
vivit,hmdb51,2,16,80.0,60.790960451977405,19.2090395480226,19.2090395480226
vivit,hmdb51,4,8,76.49717514124293,69.15254237288136,7.344632768361581,7.344632768361581
vivit,hmdb51,4,16,76.49717514124293,60.790960451977405,15.70621468926553,15.70621468926553
vivit,hmdb51,8,16,69.15254237288136,60.790960451977405,8.361581920903948,8.361581920903948
vivit,diving48,1,2,53.02826379542396,50.74024226110363,2.288021534320328,2.288021534320328
vivit,diving48,1,4,53.02826379542396,47.7792732166891,5.248990578734858,5.248990578734858
vivit,diving48,1,8,53.02826379542396,32.83983849259758,20.188425302826378,20.188425302826378
vivit,diving48,1,16,53.02826379542396,16.68909825033647,36.33916554508749,36.33916554508749
vivit,diving48,2,4,50.74024226110363,47.7792732166891,2.96096904441453,2.96096904441453
vivit,diving48,2,8,50.74024226110363,32.83983849259758,17.900403768506052,17.900403768506052
vivit,diving48,2,16,50.74024226110363,16.68909825033647,34.05114401076716,34.05114401076716
vivit,diving48,4,8,47.7792732166891,32.83983849259758,14.939434724091521,14.939434724091521
vivit,diving48,4,16,47.7792732166891,16.68909825033647,31.09017496635263,31.09017496635263
vivit,diving48,8,16,32.83983849259758,16.68909825033647,16.150740242261108,16.150740242261108
vivit,autsl,1,2,74.62652784065187,73.33635129017655,1.2901765504753304,1.2901765504753304
vivit,autsl,1,4,74.62652784065187,57.37890448166591,17.247623358985965,17.247623358985965
vivit,autsl,1,8,74.62652784065187,28.74603893164327,45.88048890900861,45.88048890900861
vivit,autsl,1,16,74.62652784065187,12.49434133091896,62.132186509732925,62.132186509732925
vivit,autsl,2,4,73.33635129017655,57.37890448166591,15.957446808510634,15.957446808510634
vivit,autsl,2,8,73.33635129017655,28.74603893164327,44.59031235853328,44.59031235853328
vivit,autsl,2,16,73.33635129017655,12.49434133091896,60.842009959257595,60.842009959257595
vivit,autsl,4,8,57.37890448166591,28.74603893164327,28.632865550022647,28.632865550022647
vivit,autsl,4,16,57.37890448166591,12.49434133091896,44.884563150746956,44.884563150746956
vivit,autsl,8,16,28.74603893164327,12.49434133091896,16.25169760072431,16.25169760072431
vivit,driveact,1,2,67.41071428571429,62.5,4.91071428571429,4.91071428571429
vivit,driveact,1,4,67.41071428571429,57.14285714285714,10.267857142857151,10.267857142857151
vivit,driveact,1,8,67.41071428571429,51.78571428571429,15.625,15.625
vivit,driveact,1,16,67.41071428571429,47.09821428571428,20.31250000000001,20.31250000000001
vivit,driveact,2,4,62.5,57.14285714285714,5.35714285714286,5.35714285714286
vivit,driveact,2,8,62.5,51.78571428571429,10.71428571428571,10.71428571428571
vivit,driveact,2,16,62.5,47.09821428571428,15.40178571428572,15.40178571428572
vivit,driveact,4,8,57.14285714285714,51.78571428571429,5.357142857142849,5.357142857142849
vivit,driveact,4,16,57.14285714285714,47.09821428571428,10.044642857142861,10.044642857142861
vivit,driveact,8,16,51.78571428571429,47.09821428571428,4.687500000000011,4.687500000000011
vivit,epic_kitchens,1,2,32.94117647058823,31.56862745098039,1.3725490196078383,1.3725490196078383
vivit,epic_kitchens,1,4,32.94117647058823,30.19607843137254,2.7450980392156876,2.7450980392156876
vivit,epic_kitchens,1,8,32.94117647058823,25.882352941176467,7.058823529411762,7.058823529411762
vivit,epic_kitchens,1,16,32.94117647058823,21.86274509803921,11.07843137254902,11.07843137254902
vivit,epic_kitchens,2,4,31.56862745098039,30.19607843137254,1.3725490196078494,1.3725490196078494
vivit,epic_kitchens,2,8,31.56862745098039,25.882352941176467,5.686274509803924,5.686274509803924
vivit,epic_kitchens,2,16,31.56862745098039,21.86274509803921,9.705882352941181,9.705882352941181
vivit,epic_kitchens,4,8,30.19607843137254,25.882352941176467,4.313725490196074,4.313725490196074
vivit,epic_kitchens,4,16,30.19607843137254,21.86274509803921,8.333333333333332,8.333333333333332
vivit,epic_kitchens,8,16,25.882352941176467,21.86274509803921,4.0196078431372575,4.0196078431372575
vivit,finegym,1,2,69.125,62.4375,6.687500000000002,6.687500000000002
vivit,finegym,1,4,69.125,41.8125,27.3125,27.3125
vivit,finegym,1,8,69.125,26.3125,42.8125,42.8125
vivit,finegym,1,16,69.125,13.5625,55.5625,55.5625
vivit,finegym,2,4,62.4375,41.8125,20.625,20.625
vivit,finegym,2,8,62.4375,26.3125,36.125,36.125
vivit,finegym,2,16,62.4375,13.5625,48.875,48.875
vivit,finegym,4,8,41.8125,26.3125,15.500000000000004,15.500000000000004
vivit,finegym,4,16,41.8125,13.5625,28.250000000000004,28.250000000000004
vivit,finegym,8,16,26.3125,13.5625,12.75,12.75
videomae,ucf101,1,2,95.44554455445544,95.5940594059406,-0.14851485148515975,0.14851485148515975
videomae,ucf101,1,4,95.44554455445544,95.84158415841584,-0.3960396039603964,0.3960396039603964
videomae,ucf101,1,8,95.44554455445544,95.54455445544554,-0.0990099009900991,0.0990099009900991
videomae,ucf101,1,16,95.44554455445544,91.98019801980199,3.4653465346534573,3.4653465346534573
videomae,ucf101,2,4,95.5940594059406,95.84158415841584,-0.24752475247523664,0.24752475247523664
videomae,ucf101,2,8,95.5940594059406,95.54455445544554,0.04950495049506065,0.04950495049506065
videomae,ucf101,2,16,95.5940594059406,91.98019801980199,3.613861386138617,3.613861386138617
videomae,ucf101,4,8,95.84158415841584,95.54455445544554,0.2970297029702973,0.2970297029702973
videomae,ucf101,4,16,95.84158415841584,91.98019801980199,3.8613861386138537,3.8613861386138537
videomae,ucf101,8,16,95.54455445544554,91.98019801980199,3.5643564356435564,3.5643564356435564
videomae,ssv2,1,2,52.396946564885496,52.22696766320928,0.16997890167621543,0.16997890167621543
videomae,ssv2,1,4,52.396946564885496,49.05717761557178,3.339768949313715,3.339768949313715
videomae,ssv2,1,8,52.396946564885496,34.69821049438883,17.69873607049666,17.69873607049666
videomae,ssv2,1,16,52.396946564885496,18.00720288115246,34.38974368373303,34.38974368373303
videomae,ssv2,2,4,52.22696766320928,49.05717761557178,3.1697900476374996,3.1697900476374996
videomae,ssv2,2,8,52.22696766320928,34.69821049438883,17.528757168820448,17.528757168820448
videomae,ssv2,2,16,52.22696766320928,18.00720288115246,34.219764782056814,34.219764782056814
videomae,ssv2,4,8,49.05717761557178,34.69821049438883,14.358967121182948,14.358967121182948
videomae,ssv2,4,16,49.05717761557178,18.00720288115246,31.049974734419315,31.049974734419315
videomae,ssv2,8,16,34.69821049438883,18.00720288115246,16.691007613236373,16.691007613236373
videomae,hmdb51,1,2,83.954802259887,83.05084745762711,0.9039548022598876,0.9039548022598876
videomae,hmdb51,1,4,83.954802259887,83.38983050847457,0.5649717514124353,0.5649717514124353
videomae,hmdb51,1,8,83.954802259887,78.30508474576271,5.649717514124298,5.649717514124298
videomae,hmdb51,1,16,83.954802259887,63.72881355932203,20.22598870056498,20.22598870056498
videomae,hmdb51,2,4,83.05084745762711,83.38983050847457,-0.3389830508474523,0.3389830508474523
videomae,hmdb51,2,8,83.05084745762711,78.30508474576271,4.74576271186441,4.74576271186441
videomae,hmdb51,2,16,83.05084745762711,63.72881355932203,19.32203389830509,19.32203389830509
videomae,hmdb51,4,8,83.38983050847457,78.30508474576271,5.0847457627118615,5.0847457627118615
videomae,hmdb51,4,16,83.38983050847457,63.72881355932203,19.661016949152543,19.661016949152543
videomae,hmdb51,8,16,78.30508474576271,63.72881355932203,14.576271186440682,14.576271186440682
videomae,diving48,1,2,48.58681022880215,50.6056527590848,-2.018842530282644,2.018842530282644
videomae,diving48,1,4,48.58681022880215,50.87483176312247,-2.2880215343203227,2.2880215343203227
videomae,diving48,1,8,48.58681022880215,42.664872139973085,5.921938088829071,5.921938088829071
videomae,diving48,1,16,48.58681022880215,25.168236877523547,23.418573351278603,23.418573351278603
videomae,diving48,2,4,50.6056527590848,50.87483176312247,-0.26917900403767847,0.26917900403767847
videomae,diving48,2,8,50.6056527590848,42.664872139973085,7.940780619111715,7.940780619111715
videomae,diving48,2,16,50.6056527590848,25.168236877523547,25.437415881561247,25.437415881561247
videomae,diving48,4,8,50.87483176312247,42.664872139973085,8.209959623149393,8.209959623149393
videomae,diving48,4,16,50.87483176312247,25.168236877523547,25.70659488559893,25.70659488559893
videomae,diving48,8,16,42.664872139973085,25.168236877523547,17.496635262449534,17.496635262449534
videomae,autsl,1,2,79.58352195563604,79.62879130828429,-0.045269352648258376,0.045269352648258376
videomae,autsl,1,4,79.58352195563604,75.05658669081032,4.526935264825715,4.526935264825715
videomae,autsl,1,8,79.58352195563604,45.02037120869172,34.56315074694432,34.56315074694432
videomae,autsl,1,16,79.58352195563604,18.37935717519239,61.20416478044365,61.20416478044365
videomae,autsl,2,4,79.62879130828429,75.05658669081032,4.572204617473973,4.572204617473973
videomae,autsl,2,8,79.62879130828429,45.02037120869172,34.60842009959258,34.60842009959258
videomae,autsl,2,16,79.62879130828429,18.37935717519239,61.24943413309191,61.24943413309191
videomae,autsl,4,8,75.05658669081032,45.02037120869172,30.036215482118607,30.036215482118607
videomae,autsl,4,16,75.05658669081032,18.37935717519239,56.67722951561793,56.67722951561793
videomae,autsl,8,16,45.02037120869172,18.37935717519239,26.641014033499328,26.641014033499328
videomae,driveact,1,2,73.88392857142857,72.99107142857143,0.8928571428571397,0.8928571428571397
videomae,driveact,1,4,73.88392857142857,60.9375,12.94642857142857,12.94642857142857
videomae,driveact,1,8,73.88392857142857,42.85714285714285,31.026785714285722,31.026785714285722
videomae,driveact,1,16,73.88392857142857,33.03571428571428,40.84821428571429,40.84821428571429
videomae,driveact,2,4,72.99107142857143,60.9375,12.05357142857143,12.05357142857143
videomae,driveact,2,8,72.99107142857143,42.85714285714285,30.13392857142858,30.13392857142858
videomae,driveact,2,16,72.99107142857143,33.03571428571428,39.95535714285715,39.95535714285715
videomae,driveact,4,8,60.9375,42.85714285714285,18.08035714285715,18.08035714285715
videomae,driveact,4,16,60.9375,33.03571428571428,27.901785714285722,27.901785714285722
videomae,driveact,8,16,42.85714285714285,33.03571428571428,9.82142857142857,9.82142857142857
videomae,epic_kitchens,1,2,37.74509803921568,37.45098039215686,0.2941176470588225,0.2941176470588225
videomae,epic_kitchens,1,4,37.74509803921568,36.764705882352935,0.9803921568627416,0.9803921568627416
videomae,epic_kitchens,1,8,37.74509803921568,31.86274509803921,5.882352941176472,5.882352941176472
videomae,epic_kitchens,1,16,37.74509803921568,26.96078431372549,10.784313725490192,10.784313725490192
videomae,epic_kitchens,2,4,37.45098039215686,36.764705882352935,0.6862745098039191,0.6862745098039191
videomae,epic_kitchens,2,8,37.45098039215686,31.86274509803921,5.588235294117649,5.588235294117649
videomae,epic_kitchens,2,16,37.45098039215686,26.96078431372549,10.490196078431369,10.490196078431369
videomae,epic_kitchens,4,8,36.764705882352935,31.86274509803921,4.90196078431373,4.90196078431373
videomae,epic_kitchens,4,16,36.764705882352935,26.96078431372549,9.80392156862745,9.80392156862745
videomae,epic_kitchens,8,16,31.86274509803921,26.96078431372549,4.901960784313719,4.901960784313719
videomae,finegym,1,2,77.6875,71.9375,5.75,5.75
videomae,finegym,1,4,77.6875,52.6875,25.0,25.0
videomae,finegym,1,8,77.6875,26.75,50.93749999999999,50.93749999999999
videomae,finegym,1,16,77.6875,9.5625,68.125,68.125
videomae,finegym,2,4,71.9375,52.6875,19.25,19.25
videomae,finegym,2,8,71.9375,26.75,45.1875,45.1875
videomae,finegym,2,16,71.9375,9.5625,62.375,62.375
videomae,finegym,4,8,52.6875,26.75,25.937499999999996,25.937499999999996
videomae,finegym,4,16,52.6875,9.5625,43.125,43.125
videomae,finegym,8,16,26.75,9.5625,17.1875,17.1875
videomamba,ucf101,1,2,88.36633663366337,88.56435643564356,-0.1980198019801982,0.1980198019801982
videomamba,ucf101,1,4,88.36633663366337,87.92079207920793,0.44554455445544594,0.44554455445544594
videomamba,ucf101,1,8,88.36633663366337,87.67326732673267,0.6930693069306937,0.6930693069306937
videomamba,ucf101,1,16,88.36633663366337,87.52475247524752,0.8415841584158423,0.8415841584158423
videomamba,ucf101,2,4,88.56435643564356,87.92079207920793,0.6435643564356441,0.6435643564356441
videomamba,ucf101,2,8,88.56435643564356,87.67326732673267,0.8910891089108919,0.8910891089108919
videomamba,ucf101,2,16,88.56435643564356,87.52475247524752,1.0396039603960405,1.0396039603960405
videomamba,ucf101,4,8,87.92079207920793,87.67326732673267,0.24752475247524774,0.24752475247524774
videomamba,ucf101,4,16,87.92079207920793,87.52475247524752,0.3960396039603964,0.3960396039603964
videomamba,ucf101,8,16,87.67326732673267,87.52475247524752,0.14851485148514865,0.14851485148514865
videomamba,ssv2,1,2,43.87786259541985,43.89871873093349,-0.020856135513641627,0.020856135513641627
videomamba,ssv2,1,4,43.87786259541985,44.03892944038929,-0.161066844969443,0.161066844969443
videomamba,ssv2,1,8,43.87786259541985,42.46284501061571,1.4150175848041402,1.4150175848041402
videomamba,ssv2,1,16,43.87786259541985,29.801920768307323,14.075941827112526,14.075941827112526
videomamba,ssv2,2,4,43.89871873093349,44.03892944038929,-0.14021070945580139,0.14021070945580139
videomamba,ssv2,2,8,43.89871873093349,42.46284501061571,1.4358737203177818,1.4358737203177818
videomamba,ssv2,2,16,43.89871873093349,29.801920768307323,14.096797962626168,14.096797962626168
videomamba,ssv2,4,8,44.03892944038929,42.46284501061571,1.5760844297735832,1.5760844297735832
videomamba,ssv2,4,16,44.03892944038929,29.801920768307323,14.237008672081968,14.237008672081968
videomamba,ssv2,8,16,42.46284501061571,29.801920768307323,12.660924242308386,12.660924242308386
videomamba,hmdb51,1,2,69.83050847457626,69.15254237288136,0.6779661016949157,0.6779661016949157
videomamba,hmdb51,1,4,69.83050847457626,69.49152542372882,0.3389830508474523,0.3389830508474523
videomamba,hmdb51,1,8,69.83050847457626,67.57062146892655,2.259887005649719,2.259887005649719
videomamba,hmdb51,1,16,69.83050847457626,66.21468926553672,3.6158192090395502,3.6158192090395502
videomamba,hmdb51,2,4,69.15254237288136,69.49152542372882,-0.3389830508474634,0.3389830508474634
videomamba,hmdb51,2,8,69.15254237288136,67.57062146892655,1.5819209039548032,1.5819209039548032
videomamba,hmdb51,2,16,69.15254237288136,66.21468926553672,2.9378531073446346,2.9378531073446346
videomamba,hmdb51,4,8,69.49152542372882,67.57062146892655,1.9209039548022666,1.9209039548022666
videomamba,hmdb51,4,16,69.49152542372882,66.21468926553672,3.276836158192098,3.276836158192098
videomamba,hmdb51,8,16,67.57062146892655,66.21468926553672,1.3559322033898313,1.3559322033898313
videomamba,diving48,1,2,36.47375504710632,34.99327052489905,1.4804845222072704,1.4804845222072704
videomamba,diving48,1,4,36.47375504710632,36.20457604306864,0.26917900403767847,0.26917900403767847
videomamba,diving48,1,8,36.47375504710632,33.64737550471063,2.8263795423956903,2.8263795423956903
videomamba,diving48,1,16,36.47375504710632,31.897711978465683,4.576043068640639,4.576043068640639
videomamba,diving48,2,4,34.99327052489905,36.20457604306864,-1.211305518169592,1.211305518169592
videomamba,diving48,2,8,34.99327052489905,33.64737550471063,1.34589502018842,1.34589502018842
videomamba,diving48,2,16,34.99327052489905,31.897711978465683,3.0955585464333693,3.0955585464333693
videomamba,diving48,4,8,36.20457604306864,33.64737550471063,2.5572005383580123,2.5572005383580123
videomamba,diving48,4,16,36.20457604306864,31.897711978465683,4.306864064602961,4.306864064602961
videomamba,diving48,8,16,33.64737550471063,31.897711978465683,1.749663526244949,1.749663526244949
videomamba,driveact,1,2,57.58928571428571,57.8125,-0.22321428571429047,0.22321428571429047
videomamba,driveact,1,4,57.58928571428571,56.47321428571429,1.116071428571419,1.116071428571419
videomamba,driveact,1,8,57.58928571428571,54.91071428571429,2.678571428571419,2.678571428571419
videomamba,driveact,1,16,57.58928571428571,48.4375,9.15178571428571,9.15178571428571
